winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,19,MARQUISE,28,33
EYRIE,19,EYRIE,19,32
EYRIE,15,MARQUISE,10,30
MARQUISE,16,MARQUISE,31,28
EYRIE,20,MARQUISE,25,33
MARQUISE,16,MARQUISE,30,25
EYRIE,15,MARQUISE,9,34
MARQUISE,18,MARQUISE,30,28
MARQUISE,16,MARQUISE,31,22
EYRIE,17,MARQUISE,11,32
EYRIE,13,MARQUISE,8,33
MARQUISE,14,MARQUISE,33,21
MARQUISE,17,MARQUISE,30,28
EYRIE,15,EYRIE,4,32
EYRIE,17,MARQUISE,15,34
EYRIE,23,MARQUISE,12,34
MARQUISE,16,MARQUISE,30,25
MARQUISE,19,MARQUISE,30,18
EYRIE,19,MARQUISE,16,34
EYRIE,13,EYRIE,16,34
EYRIE,15,MARQUISE,5,33
EYRIE,17,EYRIE,10,34
EYRIE,15,MARQUISE,14,34
MARQUISE,14,MARQUISE,32,15
EYRIE,15,EYRIE,11,32
MARQUISE,12,MARQUISE,32,15
MARQUISE,16,MARQUISE,30,22
MARQUISE,16,MARQUISE,31,24
EYRIE,15,MARQUISE,13,34
MARQUISE,16,MARQUISE,30,24
MARQUISE,13,MARQUISE,30,13
MARQUISE,14,MARQUISE,30,22
EYRIE,14,EYRIE,14,33
MARQUISE,15,MARQUISE,30,25
EYRIE,15,EYRIE,11,33
EYRIE,15,EYRIE,22,30
EYRIE,19,MARQUISE,16,31
MARQUISE,16,MARQUISE,31,26
EYRIE,15,MARQUISE,14,33
EYRIE,13,MARQUISE,13,32
MARQUISE,14,MARQUISE,31,27
MARQUISE,14,MARQUISE,30,12
EYRIE,17,MARQUISE,8,33
MARQUISE,16,MARQUISE,30,22
MARQUISE,18,MARQUISE,30,15
EYRIE,15,MARQUISE,25,32
MARQUISE,16,MARQUISE,30,23
MARQUISE,16,MARQUISE,32,20
MARQUISE,19,MARQUISE,30,29
MARQUISE,18,MARQUISE,31,22
EYRIE,15,MARQUISE,13,33
EYRIE,13,MARQUISE,12,30
EYRIE,16,MARQUISE,11,34
MARQUISE,14,MARQUISE,31,22
MARQUISE,16,MARQUISE,33,16
EYRIE,17,EYRIE,8,33
MARQUISE,15,EYRIE,31,14
MARQUISE,12,MARQUISE,30,10
MARQUISE,16,MARQUISE,30,23
EYRIE,15,EYRIE,5,32
EYRIE,19,MARQUISE,6,31
EYRIE,13,MARQUISE,14,31
MARQUISE,12,MARQUISE,31,13
MARQUISE,16,MARQUISE,30,21
MARQUISE,20,MARQUISE,31,25
MARQUISE,16,MARQUISE,30,10
MARQUISE,14,MARQUISE,31,18
MARQUISE,16,MARQUISE,30,24
EYRIE,15,MARQUISE,14,31
MARQUISE,14,MARQUISE,31,11
MARQUISE,12,MARQUISE,30,17
MARQUISE,16,MARQUISE,30,19
EYRIE,17,EYRIE,24,31
MARQUISE,15,MARQUISE,31,17
MARQUISE,17,MARQUISE,30,25
MARQUISE,14,MARQUISE,33,3
MARQUISE,17,MARQUISE,30,16
EYRIE,19,EYRIE,24,33
MARQUISE,14,MARQUISE,30,24
MARQUISE,14,MARQUISE,30,26
MARQUISE,12,MARQUISE,32,17
EYRIE,13,MARQUISE,13,30
EYRIE,17,EYRIE,15,40
EYRIE,15,MARQUISE,12,32
EYRIE,17,MARQUISE,15,33
MARQUISE,16,MARQUISE,31,19
EYRIE,19,MARQUISE,20,32
EYRIE,15,EYRIE,10,40
EYRIE,17,MARQUISE,9,34
EYRIE,18,MARQUISE,21,33
EYRIE,13,EYRIE,14,33
EYRIE,19,EYRIE,11,31
EYRIE,17,EYRIE,8,30
MARQUISE,21,MARQUISE,30,25
EYRIE,21,MARQUISE,21,34
MARQUISE,14,MARQUISE,30,21
EYRIE,15,MARQUISE,19,33
EYRIE,19,MARQUISE,13,34
EYRIE,15,EYRIE,7,30
MARQUISE,12,MARQUISE,32,23
