winner,turn,current_player,vp_marquise,vp_eyrie
MARQUISE,14,MARQUISE,30,13
MARQUISE,16,MARQUISE,30,26
MARQUISE,14,MARQUISE,30,11
MARQUISE,18,MARQUISE,30,28
EYRIE,19,EYRIE,24,30
MARQUISE,18,MARQUISE,30,29
EYRIE,12,MARQUISE,19,31
MARQUISE,16,MARQUISE,30,20
MARQUISE,13,MARQUISE,30,13
MARQUISE,14,MARQUISE,30,22
EYRIE,13,MARQUISE,19,32
EYRIE,19,MARQUISE,28,30
EYRIE,15,MARQUISE,29,33
MARQUISE,19,MARQUISE,31,25
MARQUISE,16,MARQUISE,31,20
MARQUISE,18,MARQUISE,32,27
MARQUISE,18,MARQUISE,31,23
EYRIE,21,EYRIE,19,30
EYRIE,17,MARQUISE,27,30
EYRIE,15,MARQUISE,22,31
EYRIE,19,EYRIE,26,31
EYRIE,16,MARQUISE,13,33
EYRIE,15,EYRIE,21,37
MARQUISE,16,MARQUISE,32,24
EYRIE,22,MARQUISE,24,30
EYRIE,15,MARQUISE,18,31
EYRIE,21,MARQUISE,29,32
EYRIE,15,EYRIE,21,30
EYRIE,15,MARQUISE,22,31
MARQUISE,13,MARQUISE,30,15
EYRIE,16,MARQUISE,15,31
EYRIE,15,EYRIE,22,30
EYRIE,15,EYRIE,19,30
MARQUISE,16,MARQUISE,32,17
MARQUISE,20,MARQUISE,30,28
MARQUISE,16,MARQUISE,30,22
EYRIE,14,MARQUISE,21,30
MARQUISE,16,MARQUISE,31,21
EYRIE,20,MARQUISE,18,31
EYRIE,19,MARQUISE,29,32
MARQUISE,14,MARQUISE,30,27
MARQUISE,18,MARQUISE,30,24
MARQUISE,16,MARQUISE,31,19
EYRIE,22,MARQUISE,23,30
EYRIE,19,MARQUISE,21,33
MARQUISE,16,MARQUISE,32,24
EYRIE,17,MARQUISE,20,32
MARQUISE,16,MARQUISE,31,20
EYRIE,21,EYRIE,25,30
EYRIE,17,MARQUISE,29,32
MARQUISE,18,MARQUISE,30,21
EYRIE,15,EYRIE,13,31
EYRIE,18,MARQUISE,25,30
MARQUISE,16,MARQUISE,30,25
MARQUISE,16,MARQUISE,32,27
EYRIE,15,MARQUISE,22,32
EYRIE,14,MARQUISE,26,32
MARQUISE,14,MARQUISE,30,24
MARQUISE,12,MARQUISE,30,17
EYRIE,16,MARQUISE,17,31
MARQUISE,16,MARQUISE,32,25
EYRIE,20,MARQUISE,24,33
MARQUISE,14,MARQUISE,32,18
EYRIE,17,MARQUISE,27,30
EYRIE,17,MARQUISE,28,32
EYRIE,19,MARQUISE,29,32
MARQUISE,16,MARQUISE,31,15
MARQUISE,16,MARQUISE,33,24
EYRIE,13,MARQUISE,24,31
EYRIE,20,MARQUISE,24,32
MARQUISE,13,MARQUISE,30,7
EYRIE,17,EYRIE,25,32
EYRIE,14,MARQUISE,16,31
EYRIE,19,MARQUISE,28,30
EYRIE,13,MARQUISE,19,31
EYRIE,13,MARQUISE,20,31
EYRIE,17,MARQUISE,24,32
MARQUISE,15,MARQUISE,30,29
MARQUISE,12,EYRIE,30,22
EYRIE,15,EYRIE,10,30
EYRIE,13,MARQUISE,19,32
MARQUISE,16,MARQUISE,30,22
EYRIE,13,MARQUISE,24,33
EYRIE,21,MARQUISE,27,31
MARQUISE,15,MARQUISE,30,29
EYRIE,23,MARQUISE,28,33
EYRIE,16,MARQUISE,21,30
MARQUISE,16,MARQUISE,30,26
EYRIE,17,MARQUISE,17,32
EYRIE,15,MARQUISE,24,31
EYRIE,15,MARQUISE,20,31
MARQUISE,18,MARQUISE,30,26
MARQUISE,14,MARQUISE,32,24
MARQUISE,16,MARQUISE,33,23
EYRIE,13,MARQUISE,20,33
EYRIE,11,MARQUISE,20,32
EYRIE,17,EYRIE,21,33
EYRIE,15,MARQUISE,23,33
EYRIE,17,EYRIE,29,31
EYRIE,14,MARQUISE,25,32
