winner,turn,current_player,vp_marquise,vp_eyrie
MARQUISE,14,MARQUISE,30,18
EYRIE,13,MARQUISE,24,30
EYRIE,11,MARQUISE,24,33
EYRIE,11,MARQUISE,25,30
MARQUISE,13,MARQUISE,34,20
MARQUISE,15,MARQUISE,31,21
MARQUISE,18,MARQUISE,32,24
EYRIE,11,MARQUISE,19,34
EYRIE,15,EYRIE,24,30
EYRIE,11,MARQUISE,23,32
EYRIE,11,MARQUISE,18,32
EYRIE,13,EYRIE,21,30
MARQUISE,16,MARQUISE,30,27
MARQUISE,17,MARQUISE,30,27
EYRIE,13,EYRIE,26,32
EYRIE,15,MARQUISE,26,33
EYRIE,13,MARQUISE,25,30
MARQUISE,18,MARQUISE,31,19
EYRIE,14,MARQUISE,28,30
EYRIE,17,MARQUISE,29,32
MARQUISE,18,MARQUISE,30,26
MARQUISE,16,MARQUISE,30,25
EYRIE,13,MARQUISE,21,30
EYRIE,13,MARQUISE,24,32
EYRIE,18,MARQUISE,25,31
EYRIE,13,EYRIE,23,30
EYRIE,19,MARQUISE,28,33
EYRIE,13,MARQUISE,20,32
MARQUISE,18,MARQUISE,30,29
EYRIE,13,MARQUISE,29,32
EYRIE,11,MARQUISE,22,32
EYRIE,13,MARQUISE,25,30
EYRIE,15,MARQUISE,26,31
EYRIE,15,EYRIE,21,30
EYRIE,13,MARQUISE,24,32
MARQUISE,16,MARQUISE,30,23
EYRIE,12,MARQUISE,17,30
EYRIE,13,MARQUISE,27,31
MARQUISE,16,MARQUISE,33,14
MARQUISE,14,MARQUISE,32,24
MARQUISE,16,MARQUISE,33,25
EYRIE,15,MARQUISE,29,32
MARQUISE,18,MARQUISE,30,16
MARQUISE,16,MARQUISE,31,15
MARQUISE,16,MARQUISE,32,15
MARQUISE,14,MARQUISE,30,26
EYRIE,14,MARQUISE,21,30
MARQUISE,15,MARQUISE,30,24
MARQUISE,15,MARQUISE,30,21
MARQUISE,20,MARQUISE,30,21
EYRIE,15,EYRIE,25,31
MARQUISE,14,MARQUISE,30,29
MARQUISE,15,MARQUISE,31,31
EYRIE,12,MARQUISE,20,30
MARQUISE,20,MARQUISE,33,22
EYRIE,12,MARQUISE,23,30
EYRIE,15,MARQUISE,26,31
EYRIE,17,MARQUISE,28,30
MARQUISE,16,MARQUISE,31,13
EYRIE,13,EYRIE,21,31
MARQUISE,14,MARQUISE,30,29
EYRIE,13,MARQUISE,19,30
EYRIE,13,MARQUISE,23,31
MARQUISE,14,MARQUISE,30,27
EYRIE,15,EYRIE,27,35
MARQUISE,18,MARQUISE,31,20
EYRIE,11,EYRIE,18,30
EYRIE,14,MARQUISE,22,30
MARQUISE,16,EYRIE,32,14
MARQUISE,17,MARQUISE,32,25
MARQUISE,18,MARQUISE,30,31
EYRIE,11,MARQUISE,25,31
MARQUISE,13,MARQUISE,32,18
EYRIE,11,MARQUISE,27,33
EYRIE,11,EYRIE,18,33
MARQUISE,14,MARQUISE,31,15
MARQUISE,20,MARQUISE,30,27
EYRIE,15,EYRIE,23,30
EYRIE,15,MARQUISE,28,30
MARQUISE,18,MARQUISE,30,20
EYRIE,15,EYRIE,24,33
EYRIE,11,MARQUISE,20,33
EYRIE,11,MARQUISE,23,34
EYRIE,13,MARQUISE,22,33
MARQUISE,12,MARQUISE,32,19
EYRIE,14,MARQUISE,18,30
EYRIE,19,MARQUISE,26,30
EYRIE,18,MARQUISE,26,30
EYRIE,11,MARQUISE,23,33
MARQUISE,12,MARQUISE,30,26
EYRIE,12,MARQUISE,17,30
EYRIE,17,MARQUISE,22,30
EYRIE,13,EYRIE,19,30
EYRIE,17,MARQUISE,22,30
EYRIE,13,MARQUISE,21,32
MARQUISE,14,MARQUISE,31,13
MARQUISE,18,MARQUISE,30,28
EYRIE,19,MARQUISE,28,31
MARQUISE,12,MARQUISE,31,17
EYRIE,10,MARQUISE,23,30
