winner,turn,current_player,vp_marquise,vp_eyrie
MARQUISE,18,MARQUISE,32,6
MARQUISE,16,MARQUISE,30,2
MARQUISE,12,MARQUISE,31,11
MARQUISE,18,MARQUISE,30,4
MARQUISE,14,MARQUISE,30,1
MARQUISE,14,MARQUISE,34,21
MARQUISE,16,MARQUISE,31,4
MARQUISE,16,MARQUISE,30,0
MARQUISE,12,MARQUISE,31,0
MARQUISE,16,MARQUISE,34,0
MARQUISE,18,MARQUISE,37,3
MARQUISE,18,MARQUISE,31,0
MARQUISE,12,MARQUISE,31,2
MARQUISE,16,MARQUISE,33,7
MARQUISE,16,MARQUISE,30,0
MARQUISE,12,MARQUISE,30,2
MARQUISE,16,MARQUISE,31,1
MARQUISE,12,MARQUISE,30,0
MARQUISE,16,MARQUISE,30,1
MARQUISE,14,MARQUISE,32,5
MARQUISE,14,MARQUISE,30,9
MARQUISE,20,MARQUISE,30,22
MARQUISE,16,MARQUISE,30,1
MARQUISE,22,MARQUISE,32,1
MARQUISE,17,MARQUISE,30,4
MARQUISE,14,MARQUISE,32,0
MARQUISE,14,MARQUISE,30,2
MARQUISE,16,MARQUISE,31,3
MARQUISE,18,MARQUISE,30,28
MARQUISE,14,MARQUISE,31,0
MARQUISE,16,MARQUISE,31,0
MARQUISE,14,MARQUISE,32,0
MARQUISE,16,MARQUISE,31,0
MARQUISE,16,MARQUISE,30,2
MARQUISE,18,MARQUISE,33,2
MARQUISE,16,MARQUISE,33,0
MARQUISE,14,MARQUISE,32,1
MARQUISE,16,MARQUISE,31,4
MARQUISE,14,MARQUISE,32,1
MARQUISE,18,MARQUISE,33,0
MARQUISE,16,MARQUISE,33,0
MARQUISE,12,MARQUISE,32,1
MARQUISE,16,MARQUISE,33,0
MARQUISE,20,MARQUISE,30,6
MARQUISE,14,MARQUISE,33,0
MARQUISE,14,MARQUISE,32,0
MARQUISE,14,MARQUISE,31,1
MARQUISE,17,MARQUISE,30,10
MARQUISE,16,MARQUISE,33,3
MARQUISE,12,MARQUISE,32,0
MARQUISE,16,MARQUISE,31,1
MARQUISE,18,MARQUISE,33,0
MARQUISE,16,MARQUISE,33,1
MARQUISE,16,MARQUISE,33,1
MARQUISE,16,MARQUISE,31,0
MARQUISE,12,MARQUISE,30,1
MARQUISE,16,MARQUISE,34,1
MARQUISE,14,MARQUISE,32,2
MARQUISE,14,MARQUISE,33,1
MARQUISE,14,MARQUISE,31,0
MARQUISE,14,MARQUISE,33,3
MARQUISE,16,MARQUISE,30,5
MARQUISE,16,MARQUISE,30,1
MARQUISE,14,MARQUISE,30,5
MARQUISE,16,MARQUISE,30,5
MARQUISE,14,MARQUISE,33,4
MARQUISE,16,MARQUISE,33,1
MARQUISE,14,MARQUISE,33,8
MARQUISE,13,MARQUISE,31,1
MARQUISE,22,MARQUISE,32,2
MARQUISE,12,MARQUISE,31,4
MARQUISE,16,MARQUISE,34,2
MARQUISE,16,MARQUISE,33,1
MARQUISE,14,MARQUISE,31,1
MARQUISE,17,EYRIE,30,4
MARQUISE,16,MARQUISE,34,1
MARQUISE,16,MARQUISE,31,12
MARQUISE,18,MARQUISE,32,3
MARQUISE,12,MARQUISE,30,10
MARQUISE,16,MARQUISE,33,0
MARQUISE,16,MARQUISE,30,5
MARQUISE,22,MARQUISE,33,1
MARQUISE,16,MARQUISE,32,1
MARQUISE,14,MARQUISE,30,13
MARQUISE,12,MARQUISE,33,0
MARQUISE,16,MARQUISE,32,2
MARQUISE,12,MARQUISE,30,2
MARQUISE,16,MARQUISE,32,1
MARQUISE,12,MARQUISE,30,4
MARQUISE,18,MARQUISE,32,2
MARQUISE,14,MARQUISE,30,1
MARQUISE,14,MARQUISE,31,0
MARQUISE,16,MARQUISE,34,0
MARQUISE,20,MARQUISE,30,10
MARQUISE,16,MARQUISE,34,1
MARQUISE,18,MARQUISE,33,3
MARQUISE,18,MARQUISE,33,0
MARQUISE,20,MARQUISE,30,5
MARQUISE,14,MARQUISE,30,0
MARQUISE,16,MARQUISE,32,3
