winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,14,MARQUISE,18,30
MARQUISE,14,MARQUISE,30,27
EYRIE,12,MARQUISE,18,30
EYRIE,13,MARQUISE,23,30
EYRIE,15,MARQUISE,21,30
EYRIE,15,MARQUISE,24,33
MARQUISE,12,MARQUISE,30,18
MARQUISE,18,MARQUISE,30,27
MARQUISE,12,MARQUISE,30,18
MARQUISE,14,MARQUISE,30,28
MARQUISE,16,MARQUISE,30,28
EYRIE,18,MARQUISE,29,32
EYRIE,16,MARQUISE,25,30
MARQUISE,12,MARQUISE,31,14
EYRIE,14,MARQUISE,19,30
MARQUISE,14,MARQUISE,30,29
MARQUISE,18,MARQUISE,31,15
EYRIE,13,MARQUISE,17,30
MARQUISE,17,MARQUISE,31,28
EYRIE,13,MARQUISE,21,33
EYRIE,17,MARQUISE,29,33
EYRIE,17,MARQUISE,28,30
MARQUISE,19,MARQUISE,32,20
MARQUISE,14,MARQUISE,31,16
EYRIE,12,MARQUISE,21,30
EYRIE,15,MARQUISE,26,31
EYRIE,16,MARQUISE,22,31
MARQUISE,16,MARQUISE,32,17
MARQUISE,16,EYRIE,30,29
EYRIE,15,MARQUISE,24,32
MARQUISE,18,MARQUISE,30,26
MARQUISE,16,MARQUISE,30,29
MARQUISE,16,MARQUISE,30,26
MARQUISE,14,MARQUISE,31,14
EYRIE,19,MARQUISE,21,30
EYRIE,13,MARQUISE,21,32
EYRIE,15,MARQUISE,29,33
EYRIE,15,MARQUISE,26,33
MARQUISE,16,EYRIE,30,30
EYRIE,18,MARQUISE,27,30
MARQUISE,14,MARQUISE,30,27
MARQUISE,22,MARQUISE,32,29
MARQUISE,16,MARQUISE,32,20
MARQUISE,18,MARQUISE,30,29
MARQUISE,18,EYRIE,30,16
EYRIE,15,MARQUISE,22,31
MARQUISE,14,MARQUISE,31,23
MARQUISE,18,MARQUISE,30,29
EYRIE,13,MARQUISE,22,32
EYRIE,15,MARQUISE,21,32
MARQUISE,12,MARQUISE,30,21
MARQUISE,14,MARQUISE,30,21
EYRIE,13,MARQUISE,26,30
EYRIE,13,MARQUISE,16,31
MARQUISE,16,MARQUISE,30,25
EYRIE,13,MARQUISE,26,32
EYRIE,15,EYRIE,23,30
MARQUISE,16,MARQUISE,33,24
MARQUISE,18,MARQUISE,32,30
EYRIE,18,MARQUISE,29,30
EYRIE,14,MARQUISE,27,31
MARQUISE,16,MARQUISE,30,28
MARQUISE,14,MARQUISE,30,21
MARQUISE,16,MARQUISE,31,26
MARQUISE,14,MARQUISE,30,28
MARQUISE,17,MARQUISE,30,17
EYRIE,15,MARQUISE,21,31
EYRIE,18,MARQUISE,21,30
MARQUISE,16,MARQUISE,30,24
MARQUISE,16,MARQUISE,30,22
MARQUISE,12,MARQUISE,30,18
MARQUISE,18,MARQUISE,30,25
EYRIE,13,MARQUISE,17,33
MARQUISE,17,MARQUISE,31,18
EYRIE,14,MARQUISE,23,30
EYRIE,13,EYRIE,25,30
MARQUISE,14,MARQUISE,30,20
EYRIE,13,MARQUISE,29,31
MARQUISE,16,EYRIE,33,17
MARQUISE,14,MARQUISE,30,22
MARQUISE,14,MARQUISE,32,14
EYRIE,13,MARQUISE,19,30
EYRIE,15,MARQUISE,23,31
EYRIE,15,MARQUISE,26,30
MARQUISE,14,MARQUISE,30,12
MARQUISE,14,MARQUISE,30,23
MARQUISE,14,MARQUISE,30,18
MARQUISE,13,MARQUISE,30,13
MARQUISE,16,MARQUISE,32,21
EYRIE,15,MARQUISE,26,31
EYRIE,15,EYRIE,19,30
EYRIE,15,EYRIE,23,30
MARQUISE,20,MARQUISE,36,23
EYRIE,13,MARQUISE,29,33
MARQUISE,17,MARQUISE,32,26
MARQUISE,14,MARQUISE,30,24
EYRIE,18,EYRIE,29,30
EYRIE,17,MARQUISE,27,32
MARQUISE,14,MARQUISE,30,21
MARQUISE,12,MARQUISE,30,16
