winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,15,MARQUISE,16,32
EYRIE,13,MARQUISE,22,31
EYRIE,18,MARQUISE,12,30
EYRIE,17,EYRIE,15,30
EYRIE,17,EYRIE,14,31
EYRIE,13,MARQUISE,10,33
EYRIE,18,MARQUISE,24,30
EYRIE,15,MARQUISE,25,31
EYRIE,15,MARQUISE,9,33
EYRIE,15,MARQUISE,17,33
EYRIE,13,MARQUISE,18,31
EYRIE,11,MARQUISE,10,30
EYRIE,13,EYRIE,10,30
EYRIE,17,MARQUISE,21,33
EYRIE,15,MARQUISE,5,34
EYRIE,15,MARQUISE,17,31
MARQUISE,18,MARQUISE,30,29
EYRIE,12,MARQUISE,13,30
EYRIE,17,MARQUISE,22,33
EYRIE,11,MARQUISE,12,30
EYRIE,13,MARQUISE,17,32
EYRIE,14,MARQUISE,8,31
EYRIE,13,EYRIE,13,30
EYRIE,13,MARQUISE,13,33
EYRIE,17,MARQUISE,19,33
EYRIE,11,MARQUISE,15,30
EYRIE,15,MARQUISE,12,32
EYRIE,17,EYRIE,5,31
EYRIE,15,MARQUISE,14,33
EYRIE,15,MARQUISE,11,33
EYRIE,17,MARQUISE,18,30
EYRIE,15,MARQUISE,22,30
EYRIE,17,MARQUISE,23,30
EYRIE,13,MARQUISE,18,34
EYRIE,13,MARQUISE,11,31
EYRIE,13,MARQUISE,17,33
EYRIE,15,EYRIE,10,30
EYRIE,15,MARQUISE,16,33
EYRIE,15,MARQUISE,20,30
EYRIE,15,MARQUISE,12,30
EYRIE,13,EYRIE,12,33
EYRIE,16,MARQUISE,23,30
EYRIE,15,MARQUISE,20,33
EYRIE,12,MARQUISE,15,30
EYRIE,19,EYRIE,12,30
EYRIE,16,MARQUISE,17,30
EYRIE,21,MARQUISE,12,30
EYRIE,14,MARQUISE,19,30
EYRIE,13,EYRIE,20,30
EYRIE,19,EYRIE,15,30
EYRIE,16,MARQUISE,17,31
EYRIE,12,MARQUISE,15,30
EYRIE,11,MARQUISE,9,30
EYRIE,13,EYRIE,9,30
EYRIE,15,MARQUISE,18,34
EYRIE,17,MARQUISE,16,33
EYRIE,14,MARQUISE,23,30
EYRIE,17,MARQUISE,14,31
EYRIE,13,MARQUISE,17,34
EYRIE,13,MARQUISE,18,30
EYRIE,14,MARQUISE,13,34
EYRIE,16,MARQUISE,26,30
EYRIE,11,MARQUISE,14,30
EYRIE,11,MARQUISE,17,32
EYRIE,12,MARQUISE,15,30
EYRIE,17,MARQUISE,12,32
EYRIE,15,MARQUISE,18,31
EYRIE,17,MARQUISE,8,33
EYRIE,13,MARQUISE,12,32
EYRIE,15,EYRIE,20,30
EYRIE,13,MARQUISE,12,32
EYRIE,13,MARQUISE,13,30
EYRIE,13,MARQUISE,13,32
EYRIE,17,MARQUISE,7,34
EYRIE,19,MARQUISE,10,34
EYRIE,15,MARQUISE,23,33
EYRIE,13,MARQUISE,17,32
EYRIE,15,MARQUISE,12,31
EYRIE,18,MARQUISE,8,30
EYRIE,13,MARQUISE,18,30
EYRIE,17,EYRIE,11,30
EYRIE,21,MARQUISE,20,31
EYRIE,13,MARQUISE,14,30
EYRIE,13,MARQUISE,16,33
EYRIE,13,MARQUISE,12,31
EYRIE,14,MARQUISE,15,30
EYRIE,14,MARQUISE,21,30
EYRIE,13,MARQUISE,18,31
EYRIE,19,EYRIE,7,31
EYRIE,15,MARQUISE,14,32
EYRIE,19,MARQUISE,14,30
EYRIE,15,MARQUISE,17,34
EYRIE,16,MARQUISE,21,31
EYRIE,21,MARQUISE,25,31
EYRIE,15,MARQUISE,17,34
EYRIE,13,MARQUISE,12,33
EYRIE,13,EYRIE,14,34
EYRIE,17,MARQUISE,13,30
EYRIE,15,MARQUISE,20,30
EYRIE,13,MARQUISE,10,30
