winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,11,MARQUISE,16,30
MARQUISE,20,MARQUISE,31,17
EYRIE,14,MARQUISE,19,30
MARQUISE,18,MARQUISE,30,27
EYRIE,11,MARQUISE,15,34
MARQUISE,14,MARQUISE,30,26
EYRIE,13,MARQUISE,19,30
EYRIE,21,MARQUISE,29,30
EYRIE,14,MARQUISE,18,30
MARQUISE,16,MARQUISE,30,29
EYRIE,16,MARQUISE,18,33
EYRIE,15,MARQUISE,22,31
EYRIE,14,MARQUISE,29,30
EYRIE,13,MARQUISE,17,33
EYRIE,13,MARQUISE,20,32
MARQUISE,16,MARQUISE,34,15
MARQUISE,19,MARQUISE,30,23
EYRIE,13,MARQUISE,19,33
EYRIE,11,MARQUISE,20,31
MARQUISE,16,MARQUISE,30,18
EYRIE,13,EYRIE,21,30
EYRIE,12,MARQUISE,22,30
MARQUISE,16,MARQUISE,30,22
EYRIE,13,EYRIE,17,34
EYRIE,13,MARQUISE,17,32
EYRIE,15,MARQUISE,18,33
MARQUISE,14,MARQUISE,33,19
EYRIE,15,MARQUISE,25,31
MARQUISE,16,MARQUISE,30,22
MARQUISE,16,MARQUISE,30,25
EYRIE,13,EYRIE,29,30
EYRIE,15,MARQUISE,29,32
EYRIE,13,MARQUISE,19,33
EYRIE,15,MARQUISE,24,33
EYRIE,13,MARQUISE,19,30
EYRIE,13,MARQUISE,23,33
EYRIE,15,MARQUISE,23,32
EYRIE,13,MARQUISE,24,30
EYRIE,17,MARQUISE,21,31
MARQUISE,17,MARQUISE,30,25
MARQUISE,13,EYRIE,30,22
EYRIE,13,MARQUISE,26,30
MARQUISE,16,MARQUISE,30,27
EYRIE,19,EYRIE,26,30
EYRIE,13,MARQUISE,21,33
EYRIE,13,EYRIE,18,30
EYRIE,15,MARQUISE,16,33
EYRIE,13,EYRIE,14,39
MARQUISE,12,MARQUISE,32,28
EYRIE,15,MARQUISE,28,31
MARQUISE,14,MARQUISE,32,20
EYRIE,12,MARQUISE,17,33
EYRIE,13,MARQUISE,21,33
EYRIE,13,MARQUISE,20,33
MARQUISE,16,MARQUISE,32,25
EYRIE,13,MARQUISE,18,34
EYRIE,14,MARQUISE,28,30
EYRIE,13,MARQUISE,26,34
MARQUISE,15,MARQUISE,30,23
MARQUISE,14,MARQUISE,31,29
EYRIE,16,MARQUISE,28,30
EYRIE,15,MARQUISE,27,31
EYRIE,19,MARQUISE,28,30
EYRIE,15,MARQUISE,26,32
EYRIE,11,MARQUISE,18,30
EYRIE,13,MARQUISE,27,30
EYRIE,13,MARQUISE,27,32
EYRIE,13,MARQUISE,23,31
MARQUISE,19,MARQUISE,30,22
MARQUISE,14,MARQUISE,31,21
EYRIE,13,MARQUISE,21,30
MARQUISE,14,MARQUISE,30,25
EYRIE,15,MARQUISE,22,34
EYRIE,13,EYRIE,20,30
EYRIE,13,MARQUISE,25,31
MARQUISE,16,MARQUISE,34,27
EYRIE,13,MARQUISE,21,31
MARQUISE,16,MARQUISE,30,20
MARQUISE,16,MARQUISE,30,27
EYRIE,13,MARQUISE,17,30
MARQUISE,18,MARQUISE,30,28
MARQUISE,14,MARQUISE,31,18
MARQUISE,14,MARQUISE,32,6
EYRIE,13,MARQUISE,22,31
EYRIE,13,MARQUISE,25,30
EYRIE,13,MARQUISE,26,33
EYRIE,13,MARQUISE,27,34
MARQUISE,12,MARQUISE,30,29
EYRIE,16,MARQUISE,28,30
EYRIE,11,MARQUISE,19,31
MARQUISE,12,MARQUISE,31,5
EYRIE,15,MARQUISE,24,31
EYRIE,15,EYRIE,23,30
EYRIE,13,EYRIE,17,30
EYRIE,13,MARQUISE,12,33
EYRIE,13,MARQUISE,19,34
MARQUISE,14,MARQUISE,31,24
EYRIE,13,MARQUISE,23,32
EYRIE,11,MARQUISE,17,33
MARQUISE,14,MARQUISE,30,24
