winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,15,MARQUISE,19,31
EYRIE,13,MARQUISE,14,33
MARQUISE,16,MARQUISE,33,27
EYRIE,15,MARQUISE,14,31
MARQUISE,14,MARQUISE,30,25
EYRIE,21,MARQUISE,15,33
EYRIE,15,MARQUISE,5,34
MARQUISE,19,MARQUISE,30,24
EYRIE,15,MARQUISE,13,30
EYRIE,14,MARQUISE,14,33
EYRIE,15,EYRIE,15,33
EYRIE,17,EYRIE,10,33
MARQUISE,12,MARQUISE,30,20
MARQUISE,16,MARQUISE,31,20
EYRIE,17,MARQUISE,23,30
MARQUISE,16,MARQUISE,32,25
EYRIE,18,MARQUISE,20,32
EYRIE,19,MARQUISE,18,32
MARQUISE,14,MARQUISE,33,25
EYRIE,16,EYRIE,15,34
EYRIE,15,MARQUISE,11,30
EYRIE,17,MARQUISE,27,32
EYRIE,17,EYRIE,21,31
EYRIE,13,EYRIE,12,30
EYRIE,13,MARQUISE,13,30
EYRIE,17,MARQUISE,9,32
EYRIE,12,EYRIE,13,36
EYRIE,13,MARQUISE,12,34
EYRIE,14,MARQUISE,24,32
EYRIE,15,MARQUISE,17,34
EYRIE,15,MARQUISE,7,32
MARQUISE,14,MARQUISE,31,20
EYRIE,15,MARQUISE,14,33
MARQUISE,14,MARQUISE,30,18
EYRIE,17,EYRIE,7,37
EYRIE,15,MARQUISE,22,33
MARQUISE,14,MARQUISE,32,15
EYRIE,17,MARQUISE,17,31
EYRIE,13,MARQUISE,7,33
EYRIE,17,MARQUISE,19,33
EYRIE,15,MARQUISE,16,32
EYRIE,13,MARQUISE,12,31
EYRIE,17,MARQUISE,29,33
EYRIE,17,MARQUISE,23,32
EYRIE,15,MARQUISE,9,33
EYRIE,15,MARQUISE,23,31
EYRIE,15,EYRIE,15,33
MARQUISE,12,MARQUISE,34,17
EYRIE,17,MARQUISE,7,34
EYRIE,15,MARQUISE,13,32
EYRIE,16,MARQUISE,14,34
MARQUISE,20,MARQUISE,31,24
MARQUISE,16,MARQUISE,30,16
EYRIE,21,MARQUISE,10,34
MARQUISE,14,MARQUISE,33,19
EYRIE,17,MARQUISE,11,33
MARQUISE,15,MARQUISE,30,22
EYRIE,13,MARQUISE,7,33
EYRIE,13,EYRIE,13,33
EYRIE,15,MARQUISE,14,31
MARQUISE,16,MARQUISE,31,27
EYRIE,17,MARQUISE,12,32
EYRIE,15,MARQUISE,14,33
MARQUISE,16,MARQUISE,31,19
EYRIE,15,MARQUISE,9,34
EYRIE,19,EYRIE,16,36
MARQUISE,12,MARQUISE,32,17
MARQUISE,16,MARQUISE,30,29
MARQUISE,20,MARQUISE,33,28
MARQUISE,12,MARQUISE,32,17
MARQUISE,14,MARQUISE,30,23
MARQUISE,19,EYRIE,30,26
EYRIE,17,EYRIE,14,40
EYRIE,17,MARQUISE,4,33
MARQUISE,20,MARQUISE,30,25
MARQUISE,14,MARQUISE,30,23
EYRIE,16,MARQUISE,14,33
EYRIE,15,EYRIE,13,31
MARQUISE,14,MARQUISE,31,20
EYRIE,13,MARQUISE,15,32
MARQUISE,12,MARQUISE,30,18
EYRIE,15,MARQUISE,10,30
MARQUISE,16,MARQUISE,30,22
EYRIE,18,MARQUISE,8,34
EYRIE,15,MARQUISE,9,34
EYRIE,15,EYRIE,27,30
MARQUISE,13,MARQUISE,30,15
EYRIE,21,MARQUISE,27,31
MARQUISE,14,MARQUISE,31,20
EYRIE,15,MARQUISE,12,34
EYRIE,15,EYRIE,14,30
EYRIE,13,MARQUISE,17,34
EYRIE,20,EYRIE,15,33
EYRIE,13,MARQUISE,28,32
EYRIE,17,EYRIE,13,34
MARQUISE,15,MARQUISE,30,23
MARQUISE,13,MARQUISE,30,11
EYRIE,13,MARQUISE,12,31
MARQUISE,19,MARQUISE,30,15
EYRIE,15,MARQUISE,28,32
