winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,16,EYRIE,12,39
MARQUISE,16,MARQUISE,30,14
MARQUISE,14,MARQUISE,32,8
MARQUISE,16,MARQUISE,30,22
EYRIE,17,MARQUISE,22,31
EYRIE,17,MARQUISE,21,34
EYRIE,15,EYRIE,10,32
EYRIE,13,MARQUISE,9,31
EYRIE,16,MARQUISE,11,30
EYRIE,23,EYRIE,20,43
MARQUISE,14,EYRIE,31,13
EYRIE,17,MARQUISE,18,33
EYRIE,13,MARQUISE,18,31
EYRIE,17,MARQUISE,12,33
MARQUISE,13,MARQUISE,30,17
EYRIE,19,EYRIE,11,30
EYRIE,17,MARQUISE,20,32
EYRIE,13,MARQUISE,27,31
EYRIE,15,MARQUISE,12,32
EYRIE,15,MARQUISE,8,34
EYRIE,15,MARQUISE,11,32
EYRIE,13,MARQUISE,5,34
EYRIE,14,MARQUISE,12,30
MARQUISE,14,MARQUISE,30,17
EYRIE,15,EYRIE,13,33
EYRIE,13,EYRIE,7,30
EYRIE,17,MARQUISE,22,30
EYRIE,13,EYRIE,23,32
EYRIE,13,MARQUISE,12,33
MARQUISE,18,MARQUISE,30,25
MARQUISE,17,MARQUISE,31,22
MARQUISE,14,MARQUISE,32,21
MARQUISE,16,MARQUISE,30,21
MARQUISE,14,MARQUISE,33,19
EYRIE,18,EYRIE,9,33
MARQUISE,12,MARQUISE,30,16
EYRIE,13,MARQUISE,14,33
EYRIE,15,MARQUISE,15,32
EYRIE,15,MARQUISE,17,30
EYRIE,17,EYRIE,9,34
EYRIE,13,MARQUISE,4,31
EYRIE,17,MARQUISE,15,34
EYRIE,13,MARQUISE,16,30
MARQUISE,18,MARQUISE,30,22
EYRIE,11,MARQUISE,18,30
EYRIE,14,MARQUISE,4,33
EYRIE,11,MARQUISE,12,32
EYRIE,15,MARQUISE,7,34
EYRIE,15,MARQUISE,8,34
MARQUISE,14,MARQUISE,31,19
MARQUISE,15,MARQUISE,31,26
EYRIE,15,MARQUISE,14,30
EYRIE,15,MARQUISE,12,34
EYRIE,13,MARQUISE,16,34
MARQUISE,14,MARQUISE,34,25
EYRIE,17,MARQUISE,13,33
MARQUISE,14,MARQUISE,31,20
EYRIE,15,MARQUISE,11,32
EYRIE,17,MARQUISE,14,31
EYRIE,15,MARQUISE,5,34
MARQUISE,14,MARQUISE,30,27
MARQUISE,16,MARQUISE,34,21
MARQUISE,14,MARQUISE,32,15
MARQUISE,16,MARQUISE,30,19
MARQUISE,14,MARQUISE,30,6
EYRIE,15,MARQUISE,12,33
EYRIE,13,MARQUISE,11,31
MARQUISE,17,MARQUISE,30,11
MARQUISE,15,MARQUISE,34,23
EYRIE,13,MARQUISE,16,34
MARQUISE,18,MARQUISE,32,17
EYRIE,15,EYRIE,6,42
EYRIE,12,MARQUISE,10,33
EYRIE,16,MARQUISE,16,34
EYRIE,15,MARQUISE,12,34
EYRIE,19,MARQUISE,29,30
EYRIE,15,MARQUISE,17,34
EYRIE,15,EYRIE,8,30
MARQUISE,20,MARQUISE,30,24
EYRIE,16,EYRIE,28,31
EYRIE,17,EYRIE,20,31
EYRIE,17,EYRIE,10,35
EYRIE,15,EYRIE,7,32
EYRIE,17,MARQUISE,12,32
EYRIE,13,EYRIE,23,30
EYRIE,15,EYRIE,16,33
EYRIE,21,EYRIE,17,34
MARQUISE,14,MARQUISE,30,10
MARQUISE,14,MARQUISE,30,17
MARQUISE,17,MARQUISE,30,13
EYRIE,16,MARQUISE,14,32
EYRIE,15,MARQUISE,21,31
EYRIE,15,MARQUISE,23,33
EYRIE,17,EYRIE,28,40
EYRIE,15,MARQUISE,9,31
MARQUISE,16,EYRIE,30,20
EYRIE,15,MARQUISE,16,30
EYRIE,13,MARQUISE,19,32
EYRIE,13,MARQUISE,14,31
EYRIE,15,EYRIE,23,30
