winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,21,EYRIE,27,31
MARQUISE,18,MARQUISE,30,25
EYRIE,19,MARQUISE,26,30
MARQUISE,16,MARQUISE,32,26
EYRIE,13,MARQUISE,24,33
EYRIE,11,MARQUISE,22,33
EYRIE,15,MARQUISE,18,31
MARQUISE,16,MARQUISE,33,24
MARQUISE,16,MARQUISE,30,23
MARQUISE,14,MARQUISE,30,19
EYRIE,14,MARQUISE,23,30
MARQUISE,14,MARQUISE,33,18
EYRIE,15,MARQUISE,24,33
MARQUISE,13,MARQUISE,31,21
EYRIE,19,MARQUISE,27,31
MARQUISE,16,MARQUISE,30,25
MARQUISE,16,MARQUISE,31,20
MARQUISE,16,MARQUISE,31,28
EYRIE,14,MARQUISE,26,30
MARQUISE,17,MARQUISE,30,20
EYRIE,15,EYRIE,29,33
MARQUISE,20,MARQUISE,30,29
MARQUISE,16,MARQUISE,30,15
MARQUISE,14,MARQUISE,32,11
MARQUISE,18,MARQUISE,32,10
EYRIE,11,MARQUISE,19,33
EYRIE,18,MARQUISE,23,30
MARQUISE,16,MARQUISE,30,6
MARQUISE,18,MARQUISE,30,22
EYRIE,15,MARQUISE,22,32
MARQUISE,13,MARQUISE,30,15
MARQUISE,14,MARQUISE,31,16
MARQUISE,14,MARQUISE,32,12
EYRIE,15,MARQUISE,28,36
MARQUISE,15,MARQUISE,30,27
EYRIE,17,MARQUISE,25,30
EYRIE,13,MARQUISE,22,32
MARQUISE,12,MARQUISE,30,23
MARQUISE,16,MARQUISE,30,29
EYRIE,17,MARQUISE,27,30
MARQUISE,21,MARQUISE,30,28
EYRIE,14,EYRIE,18,30
MARQUISE,16,MARQUISE,30,27
EYRIE,15,MARQUISE,24,34
MARQUISE,14,MARQUISE,30,22
MARQUISE,16,MARQUISE,31,22
MARQUISE,12,MARQUISE,30,18
MARQUISE,16,MARQUISE,32,22
MARQUISE,13,MARQUISE,30,20
EYRIE,13,MARQUISE,21,30
EYRIE,21,MARQUISE,24,32
MARQUISE,17,MARQUISE,30,22
EYRIE,14,MARQUISE,22,34
EYRIE,13,MARQUISE,17,31
EYRIE,17,EYRIE,26,30
MARQUISE,16,EYRIE,31,16
EYRIE,13,EYRIE,28,30
EYRIE,19,EYRIE,26,33
MARQUISE,14,MARQUISE,32,24
MARQUISE,16,MARQUISE,30,28
MARQUISE,22,EYRIE,34,27
MARQUISE,14,MARQUISE,31,24
MARQUISE,20,MARQUISE,31,18
EYRIE,13,MARQUISE,21,30
EYRIE,13,MARQUISE,28,30
EYRIE,13,EYRIE,23,30
EYRIE,15,MARQUISE,29,30
EYRIE,15,MARQUISE,25,33
MARQUISE,14,MARQUISE,30,21
MARQUISE,14,MARQUISE,33,22
EYRIE,16,MARQUISE,26,30
EYRIE,11,MARQUISE,26,34
MARQUISE,16,MARQUISE,32,16
EYRIE,20,MARQUISE,26,31
EYRIE,11,MARQUISE,24,31
MARQUISE,16,MARQUISE,30,26
MARQUISE,18,MARQUISE,30,28
MARQUISE,18,MARQUISE,30,21
MARQUISE,13,MARQUISE,30,16
EYRIE,14,MARQUISE,27,33
MARQUISE,18,MARQUISE,33,25
MARQUISE,16,MARQUISE,30,22
MARQUISE,12,MARQUISE,30,12
MARQUISE,16,MARQUISE,31,31
MARQUISE,12,MARQUISE,31,10
EYRIE,13,MARQUISE,21,32
MARQUISE,16,MARQUISE,30,26
MARQUISE,14,MARQUISE,30,26
EYRIE,12,MARQUISE,23,31
EYRIE,15,MARQUISE,29,32
MARQUISE,16,MARQUISE,32,19
EYRIE,13,MARQUISE,19,34
EYRIE,17,MARQUISE,24,31
MARQUISE,14,MARQUISE,33,20
MARQUISE,18,MARQUISE,30,29
EYRIE,14,EYRIE,22,30
MARQUISE,18,MARQUISE,31,25
EYRIE,15,MARQUISE,25,31
EYRIE,11,MARQUISE,26,30
MARQUISE,14,MARQUISE,30,16
