winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,19,MARQUISE,29,31
MARQUISE,14,MARQUISE,31,9
MARQUISE,17,MARQUISE,30,22
MARQUISE,16,MARQUISE,30,31
EYRIE,16,MARQUISE,23,31
MARQUISE,14,MARQUISE,31,25
EYRIE,17,MARQUISE,24,32
EYRIE,16,MARQUISE,22,30
MARQUISE,14,MARQUISE,32,15
EYRIE,17,MARQUISE,28,30
MARQUISE,16,MARQUISE,30,24
EYRIE,19,EYRIE,26,37
EYRIE,13,MARQUISE,26,33
EYRIE,17,MARQUISE,24,31
EYRIE,14,MARQUISE,28,31
EYRIE,17,MARQUISE,28,30
MARQUISE,14,MARQUISE,31,13
EYRIE,15,EYRIE,28,32
MARQUISE,14,MARQUISE,30,19
EYRIE,15,MARQUISE,20,33
EYRIE,17,MARQUISE,22,34
MARQUISE,12,MARQUISE,30,27
MARQUISE,16,MARQUISE,34,22
EYRIE,17,MARQUISE,21,30
MARQUISE,14,MARQUISE,30,18
EYRIE,13,MARQUISE,19,31
EYRIE,17,MARQUISE,23,30
EYRIE,12,MARQUISE,19,31
EYRIE,15,MARQUISE,22,33
MARQUISE,18,MARQUISE,30,29
EYRIE,15,MARQUISE,18,34
EYRIE,17,MARQUISE,21,30
EYRIE,11,EYRIE,12,31
MARQUISE,16,MARQUISE,30,17
MARQUISE,16,MARQUISE,30,26
EYRIE,15,MARQUISE,24,30
EYRIE,13,MARQUISE,26,33
EYRIE,17,MARQUISE,17,33
MARQUISE,20,MARQUISE,31,27
EYRIE,13,MARQUISE,28,32
EYRIE,15,MARQUISE,29,32
EYRIE,17,MARQUISE,23,32
MARQUISE,12,MARQUISE,32,18
EYRIE,16,MARQUISE,27,30
EYRIE,15,MARQUISE,18,30
MARQUISE,14,MARQUISE,30,19
EYRIE,21,MARQUISE,22,32
EYRIE,17,MARQUISE,28,31
EYRIE,15,MARQUISE,20,33
EYRIE,17,EYRIE,19,30
EYRIE,13,EYRIE,21,30
EYRIE,16,MARQUISE,28,30
EYRIE,12,MARQUISE,20,31
MARQUISE,22,MARQUISE,30,22
EYRIE,14,MARQUISE,20,30
EYRIE,14,MARQUISE,27,31
EYRIE,16,MARQUISE,28,31
EYRIE,19,EYRIE,24,33
EYRIE,15,MARQUISE,19,33
EYRIE,16,MARQUISE,27,31
EYRIE,18,MARQUISE,27,31
EYRIE,17,MARQUISE,23,33
EYRIE,14,MARQUISE,26,30
EYRIE,17,MARQUISE,21,34
MARQUISE,19,EYRIE,30,28
MARQUISE,12,MARQUISE,31,23
MARQUISE,19,EYRIE,30,28
EYRIE,16,MARQUISE,20,30
EYRIE,14,MARQUISE,17,30
MARQUISE,18,MARQUISE,30,23
EYRIE,15,MARQUISE,23,32
MARQUISE,20,MARQUISE,31,19
MARQUISE,18,MARQUISE,33,27
MARQUISE,16,MARQUISE,30,10
MARQUISE,18,MARQUISE,30,18
MARQUISE,12,MARQUISE,30,24
EYRIE,15,MARQUISE,20,31
EYRIE,13,MARQUISE,18,33
EYRIE,21,MARQUISE,27,30
MARQUISE,16,MARQUISE,30,25
EYRIE,11,MARQUISE,19,31
MARQUISE,16,MARQUISE,32,11
MARQUISE,16,MARQUISE,30,28
EYRIE,17,EYRIE,22,34
EYRIE,13,MARQUISE,14,32
EYRIE,17,MARQUISE,29,30
MARQUISE,14,MARQUISE,32,21
MARQUISE,14,MARQUISE,30,23
MARQUISE,14,MARQUISE,32,20
EYRIE,15,MARQUISE,20,32
EYRIE,18,MARQUISE,26,30
MARQUISE,16,MARQUISE,30,24
EYRIE,23,MARQUISE,23,32
MARQUISE,12,MARQUISE,32,9
EYRIE,15,MARQUISE,23,32
MARQUISE,14,MARQUISE,31,20
EYRIE,15,MARQUISE,29,33
EYRIE,17,MARQUISE,13,31
EYRIE,12,MARQUISE,20,30
EYRIE,13,MARQUISE,23,33
