winner,turn,current_player,vp_marquise,vp_eyrie
EYRIE,17,MARQUISE,8,31
EYRIE,13,MARQUISE,14,34
MARQUISE,14,MARQUISE,30,15
EYRIE,15,MARQUISE,29,33
EYRIE,17,MARQUISE,29,30
EYRIE,13,EYRIE,20,31
EYRIE,19,MARQUISE,15,33
EYRIE,15,MARQUISE,26,33
EYRIE,13,EYRIE,14,34
MARQUISE,20,MARQUISE,32,15
MARQUISE,12,MARQUISE,30,12
MARQUISE,14,MARQUISE,30,25
EYRIE,14,MARQUISE,9,31
EYRIE,17,MARQUISE,10,33
MARQUISE,14,MARQUISE,30,16
EYRIE,15,EYRIE,15,33
EYRIE,13,EYRIE,16,31
EYRIE,17,EYRIE,22,34
EYRIE,17,EYRIE,11,43
MARQUISE,14,MARQUISE,30,28
EYRIE,17,MARQUISE,21,32
MARQUISE,13,MARQUISE,31,21
EYRIE,15,EYRIE,10,32
EYRIE,19,EYRIE,9,36
MARQUISE,14,MARQUISE,30,21
MARQUISE,14,MARQUISE,31,15
EYRIE,17,MARQUISE,26,32
EYRIE,19,MARQUISE,12,34
EYRIE,19,EYRIE,9,30
EYRIE,15,MARQUISE,26,30
MARQUISE,12,MARQUISE,30,7
EYRIE,13,MARQUISE,13,34
MARQUISE,14,MARQUISE,30,25
EYRIE,15,EYRIE,25,32
EYRIE,14,MARQUISE,7,32
EYRIE,14,EYRIE,21,30
MARQUISE,16,MARQUISE,30,16
MARQUISE,16,MARQUISE,31,15
EYRIE,15,MARQUISE,14,33
MARQUISE,12,MARQUISE,30,14
MARQUISE,16,MARQUISE,30,23
MARQUISE,18,MARQUISE,30,16
EYRIE,13,MARQUISE,14,33
EYRIE,17,EYRIE,18,34
MARQUISE,16,EYRIE,30,25
MARQUISE,20,MARQUISE,34,19
EYRIE,15,MARQUISE,16,33
MARQUISE,20,MARQUISE,30,26
EYRIE,15,MARQUISE,9,32
EYRIE,15,MARQUISE,15,33
MARQUISE,16,MARQUISE,31,23
MARQUISE,16,MARQUISE,31,14
EYRIE,19,MARQUISE,22,33
EYRIE,15,EYRIE,17,31
EYRIE,13,MARQUISE,25,32
EYRIE,17,EYRIE,24,35
EYRIE,19,EYRIE,19,41
EYRIE,11,MARQUISE,11,32
EYRIE,15,MARQUISE,18,31
EYRIE,13,MARQUISE,26,30
EYRIE,17,EYRIE,26,30
MARQUISE,14,MARQUISE,32,18
EYRIE,15,MARQUISE,13,34
MARQUISE,16,MARQUISE,32,27
EYRIE,14,EYRIE,17,30
EYRIE,16,MARQUISE,20,32
EYRIE,16,MARQUISE,20,34
MARQUISE,18,MARQUISE,30,20
MARQUISE,16,EYRIE,34,19
MARQUISE,16,MARQUISE,30,24
EYRIE,15,MARQUISE,13,34
MARQUISE,20,MARQUISE,33,14
MARQUISE,12,MARQUISE,30,20
MARQUISE,15,MARQUISE,30,25
EYRIE,17,MARQUISE,18,34
MARQUISE,17,MARQUISE,30,14
EYRIE,13,MARQUISE,11,32
MARQUISE,14,MARQUISE,30,12
EYRIE,19,MARQUISE,27,30
EYRIE,15,MARQUISE,10,31
EYRIE,13,MARQUISE,17,32
MARQUISE,14,MARQUISE,32,19
MARQUISE,16,MARQUISE,31,20
MARQUISE,16,MARQUISE,30,23
MARQUISE,14,MARQUISE,30,16
EYRIE,16,EYRIE,10,31
EYRIE,15,EYRIE,7,34
MARQUISE,14,MARQUISE,30,21
MARQUISE,14,MARQUISE,32,19
MARQUISE,13,MARQUISE,30,21
MARQUISE,12,MARQUISE,30,16
MARQUISE,16,MARQUISE,30,21
MARQUISE,17,MARQUISE,30,26
EYRIE,15,MARQUISE,12,32
EYRIE,15,MARQUISE,19,32
MARQUISE,14,MARQUISE,31,11
MARQUISE,16,MARQUISE,31,17
EYRIE,15,MARQUISE,17,34
EYRIE,15,MARQUISE,22,32
EYRIE,13,MARQUISE,28,31
