winner,condition,turn,current_player,vp_marquise,vp_eyrie,winning_dominance
MARQUISE,dominance,45,MARQUISE,15,0,bird
EYRIE,dominance,44,EYRIE,10,0,bird
MARQUISE,dominance,53,MARQUISE,13,0,fox
MARQUISE,dominance,71,MARQUISE,15,0,bird
MARQUISE,dominance,9,MARQUISE,12,1,fox
MARQUISE,dominance,127,MARQUISE,28,0,bird
MARQUISE,dominance,67,MARQUISE,14,13,fox
MARQUISE,dominance,27,MARQUISE,16,2,fox
MARQUISE,dominance,97,MARQUISE,11,0,fox
MARQUISE,dominance,27,MARQUISE,13,0,mouse
EYRIE,dominance,72,EYRIE,14,0,bird
MARQUISE,dominance,13,MARQUISE,12,1,fox
EYRIE,dominance,104,EYRIE,19,0,fox
EYRIE,dominance,24,EYRIE,25,5,bird
MARQUISE,dominance,33,MARQUISE,14,8,mouse
MARQUISE,dominance,63,MARQUISE,16,3,bird
MARQUISE,dominance,21,MARQUISE,13,6,mouse
MARQUISE,dominance,55,MARQUISE,12,0,fox
MARQUISE,dominance,43,MARQUISE,18,7,bird
MARQUISE,dominance,39,MARQUISE,12,19,bird
EYRIE,dominance,32,EYRIE,13,4,fox
MARQUISE,dominance,25,MARQUISE,23,2,rabbit
MARQUISE,dominance,41,MARQUISE,11,6,mouse
MARQUISE,dominance,23,MARQUISE,20,2,fox
MARQUISE,dominance,29,MARQUISE,10,9,fox
MARQUISE,dominance,27,MARQUISE,13,17,mouse
MARQUISE,dominance,35,MARQUISE,12,0,rabbit
MARQUISE,dominance,19,MARQUISE,10,6,fox
MARQUISE,vp,29,MARQUISE,30,9,none
MARQUISE,dominance,15,MARQUISE,14,7,bird
MARQUISE,dominance,27,MARQUISE,15,3,bird
EYRIE,dominance,38,EYRIE,11,20,rabbit
MARQUISE,dominance,41,MARQUISE,15,0,fox
MARQUISE,dominance,49,MARQUISE,11,22,fox
MARQUISE,dominance,109,MARQUISE,10,0,bird
EYRIE,dominance,26,EYRIE,11,9,bird
MARQUISE,dominance,17,MARQUISE,15,7,bird
EYRIE,dominance,72,EYRIE,15,0,rabbit
EYRIE,dominance,24,EYRIE,19,16,fox
EYRIE,dominance,44,EYRIE,13,15,bird
MARQUISE,dominance,17,MARQUISE,12,10,mouse
MARQUISE,dominance,15,MARQUISE,10,2,fox
MARQUISE,dominance,51,MARQUISE,17,0,fox
MARQUISE,dominance,23,MARQUISE,11,4,mouse
EYRIE,dominance,52,EYRIE,10,10,rabbit
MARQUISE,dominance,25,MARQUISE,11,18,mouse
EYRIE,dominance,30,EYRIE,24,0,rabbit
MARQUISE,dominance,17,MARQUISE,10,1,rabbit
EYRIE,dominance,52,EYRIE,17,14,rabbit
MARQUISE,dominance,37,MARQUISE,20,13,fox
MARQUISE,dominance,113,MARQUISE,10,0,bird
MARQUISE,dominance,55,MARQUISE,11,1,fox
MARQUISE,dominance,53,MARQUISE,10,0,bird
MARQUISE,dominance,71,MARQUISE,15,0,rabbit
MARQUISE,dominance,43,MARQUISE,14,27,rabbit
EYRIE,dominance,22,EYRIE,11,9,rabbit
EYRIE,dominance,44,EYRIE,20,6,rabbit
MARQUISE,dominance,25,MARQUISE,17,8,bird
MARQUISE,dominance,39,MARQUISE,21,4,fox
MARQUISE,dominance,55,MARQUISE,14,0,fox
MARQUISE,dominance,13,MARQUISE,11,3,fox
MARQUISE,dominance,21,MARQUISE,12,23,fox
EYRIE,dominance,156,EYRIE,15,0,mouse
MARQUISE,dominance,35,MARQUISE,29,16,rabbit
MARQUISE,dominance,45,MARQUISE,11,1,fox
MARQUISE,dominance,27,MARQUISE,14,8,fox
MARQUISE,dominance,31,MARQUISE,15,11,fox
MARQUISE,dominance,15,MARQUISE,11,3,fox
EYRIE,dominance,38,EYRIE,11,0,bird
MARQUISE,dominance,17,MARQUISE,13,22,bird
EYRIE,dominance,52,EYRIE,12,12,mouse
MARQUISE,dominance,25,MARQUISE,18,20,mouse
MARQUISE,dominance,70,MARQUISE,11,31,fox
EYRIE,dominance,96,EYRIE,10,0,rabbit
MARQUISE,dominance,23,MARQUISE,10,6,mouse
MARQUISE,dominance,43,MARQUISE,16,0,mouse
EYRIE,dominance,80,EYRIE,10,0,fox
MARQUISE,dominance,19,MARQUISE,10,0,fox
MARQUISE,dominance,21,MARQUISE,24,5,bird
MARQUISE,dominance,15,MARQUISE,10,6,mouse
MARQUISE,dominance,29,MARQUISE,19,7,fox
MARQUISE,dominance,21,MARQUISE,10,5,fox
MARQUISE,dominance,13,MARQUISE,15,9,mouse
MARQUISE,dominance,17,MARQUISE,12,6,mouse
MARQUISE,dominance,43,MARQUISE,23,5,fox
EYRIE,dominance,46,EYRIE,11,6,mouse
MARQUISE,dominance,111,MARQUISE,22,0,bird
MARQUISE,dominance,27,MARQUISE,10,6,bird
MARQUISE,dominance,17,MARQUISE,12,2,bird
MARQUISE,dominance,55,MARQUISE,12,5,rabbit
MARQUISE,dominance,25,MARQUISE,15,3,rabbit
MARQUISE,dominance,9,MARQUISE,11,0,bird
MARQUISE,dominance,95,MARQUISE,11,0,fox
MARQUISE,dominance,109,MARQUISE,13,0,rabbit
EYRIE,dominance,24,EYRIE,16,22,rabbit
EYRIE,dominance,30,EYRIE,10,0,bird
MARQUISE,dominance,15,MARQUISE,14,7,bird
MARQUISE,dominance,39,MARQUISE,10,9,mouse
MARQUISE,dominance,17,MARQUISE,10,7,mouse
EYRIE,vp,32,MARQUISE,13,31,none
MARQUISE,dominance,29,MARQUISE,16,0,rabbit
MARQUISE,dominance,15,MARQUISE,15,12,mouse
MARQUISE,dominance,41,MARQUISE,11,9,mouse
MARQUISE,dominance,15,MARQUISE,12,7,bird
EYRIE,vp,48,MARQUISE,16,30,none
MARQUISE,dominance,29,MARQUISE,15,5,fox
MARQUISE,dominance,11,MARQUISE,11,8,fox
MARQUISE,dominance,21,MARQUISE,24,3,rabbit
EYRIE,dominance,78,EYRIE,10,0,bird
EYRIE,dominance,34,EYRIE,11,14,bird
EYRIE,dominance,46,EYRIE,10,2,bird
MARQUISE,dominance,29,MARQUISE,20,7,rabbit
MARQUISE,dominance,17,MARQUISE,12,4,mouse
MARQUISE,dominance,133,MARQUISE,18,0,bird
MARQUISE,dominance,19,MARQUISE,11,4,mouse
MARQUISE,dominance,91,MARQUISE,16,0,rabbit
MARQUISE,vp,25,MARQUISE,31,12,none
MARQUISE,dominance,55,MARQUISE,15,0,fox
MARQUISE,dominance,57,MARQUISE,11,0,mouse
MARQUISE,dominance,19,MARQUISE,18,0,bird
EYRIE,dominance,152,EYRIE,10,0,mouse
MARQUISE,dominance,147,MARQUISE,14,0,rabbit
EYRIE,dominance,46,EYRIE,10,10,rabbit
MARQUISE,dominance,37,MARQUISE,16,5,fox
EYRIE,dominance,18,EYRIE,10,7,rabbit
MARQUISE,dominance,21,MARQUISE,13,2,mouse
MARQUISE,dominance,69,MARQUISE,13,0,bird
MARQUISE,dominance,45,MARQUISE,13,14,mouse
EYRIE,dominance,72,EYRIE,12,0,mouse
MARQUISE,dominance,29,MARQUISE,13,6,fox
MARQUISE,dominance,19,MARQUISE,11,2,fox
EYRIE,vp,20,MARQUISE,21,32,none
MARQUISE,dominance,87,MARQUISE,20,0,fox
MARQUISE,dominance,23,MARQUISE,12,11,fox
EYRIE,vp,30,MARQUISE,14,32,none
MARQUISE,dominance,67,MARQUISE,26,0,fox
MARQUISE,dominance,59,MARQUISE,11,0,fox
MARQUISE,dominance,101,MARQUISE,12,0,fox
EYRIE,dominance,90,EYRIE,13,0,rabbit
EYRIE,dominance,26,EYRIE,10,6,mouse
EYRIE,vp,52,MARQUISE,22,30,none
EYRIE,dominance,38,EYRIE,16,2,rabbit
MARQUISE,dominance,31,MARQUISE,13,17,mouse
MARQUISE,dominance,31,MARQUISE,10,9,fox
EYRIE,dominance,52,EYRIE,16,6,bird
MARQUISE,dominance,11,MARQUISE,13,6,rabbit
MARQUISE,dominance,63,MARQUISE,10,0,mouse
MARQUISE,dominance,29,MARQUISE,10,2,fox
MARQUISE,dominance,41,MARQUISE,12,6,fox
EYRIE,dominance,40,EYRIE,10,16,fox
MARQUISE,dominance,35,MARQUISE,16,11,mouse
MARQUISE,dominance,53,MARQUISE,28,0,bird
EYRIE,dominance,28,EYRIE,16,6,bird
MARQUISE,dominance,97,MARQUISE,13,0,fox
MARQUISE,dominance,41,MARQUISE,12,0,fox
MARQUISE,dominance,21,MARQUISE,12,3,bird
MARQUISE,dominance,11,MARQUISE,11,6,fox
MARQUISE,dominance,39,MARQUISE,10,2,fox
MARQUISE,dominance,13,MARQUISE,10,2,bird
MARQUISE,dominance,51,MARQUISE,10,3,mouse
EYRIE,dominance,18,EYRIE,6,22,fox
EYRIE,dominance,54,EYRIE,13,21,bird
MARQUISE,dominance,107,MARQUISE,14,0,fox
EYRIE,dominance,36,EYRIE,10,11,bird
MARQUISE,dominance,41,MARQUISE,11,0,fox
MARQUISE,dominance,19,MARQUISE,12,8,bird
MARQUISE,dominance,25,MARQUISE,16,10,bird
EYRIE,dominance,60,EYRIE,17,0,mouse
EYRIE,dominance,52,EYRIE,15,0,fox
MARQUISE,dominance,21,MARQUISE,12,4,rabbit
MARQUISE,dominance,33,MARQUISE,11,0,fox
MARQUISE,dominance,19,MARQUISE,12,1,bird
MARQUISE,dominance,41,MARQUISE,16,18,bird
MARQUISE,dominance,33,MARQUISE,24,8,rabbit
MARQUISE,dominance,37,MARQUISE,18,10,rabbit
MARQUISE,dominance,51,MARQUISE,12,15,fox
MARQUISE,dominance,17,MARQUISE,18,6,mouse
MARQUISE,dominance,11,MARQUISE,15,0,mouse
MARQUISE,dominance,153,MARQUISE,20,0,rabbit
MARQUISE,dominance,41,MARQUISE,21,0,rabbit
MARQUISE,dominance,13,MARQUISE,10,3,bird
MARQUISE,dominance,29,MARQUISE,19,10,fox
MARQUISE,dominance,35,MARQUISE,11,0,fox
MARQUISE,dominance,39,MARQUISE,16,7,bird
MARQUISE,dominance,25,MARQUISE,16,4,bird
MARQUISE,dominance,37,MARQUISE,27,14,fox
EYRIE,dominance,36,EYRIE,21,10,rabbit
MARQUISE,dominance,53,MARQUISE,19,0,mouse
MARQUISE,dominance,73,MARQUISE,10,0,fox
MARQUISE,dominance,19,MARQUISE,12,1,fox
EYRIE,dominance,44,EYRIE,19,0,bird
EYRIE,dominance,66,EYRIE,14,12,mouse
MARQUISE,dominance,19,MARQUISE,11,0,mouse
MARQUISE,dominance,21,MARQUISE,17,7,rabbit
MARQUISE,dominance,93,MARQUISE,12,0,fox
EYRIE,vp,32,MARQUISE,18,30,none
EYRIE,vp,42,MARQUISE,11,30,none
MARQUISE,dominance,59,MARQUISE,23,0,fox
MARQUISE,dominance,11,MARQUISE,10,3,bird
MARQUISE,dominance,11,MARQUISE,12,2,rabbit
EYRIE,dominance,22,EYRIE,10,15,rabbit
EYRIE,dominance,32,EYRIE,10,3,bird
MARQUISE,dominance,33,MARQUISE,27,2,fox
MARQUISE,dominance,19,MARQUISE,17,7,rabbit
MARQUISE,dominance,11,MARQUISE,11,0,bird
EYRIE,dominance,46,EYRIE,12,11,mouse
MARQUISE,dominance,59,MARQUISE,11,0,bird
MARQUISE,dominance,85,MARQUISE,26,0,rabbit
MARQUISE,dominance,25,MARQUISE,10,14,fox
MARQUISE,dominance,50,EYRIE,10,15,bird
MARQUISE,dominance,13,MARQUISE,11,2,fox
MARQUISE,dominance,21,MARQUISE,10,4,rabbit
MARQUISE,dominance,195,MARQUISE,16,0,bird
MARQUISE,dominance,41,MARQUISE,14,1,mouse
MARQUISE,dominance,143,MARQUISE,10,0,bird
EYRIE,dominance,112,EYRIE,16,0,fox
MARQUISE,dominance,51,MARQUISE,12,12,mouse
MARQUISE,dominance,47,MARQUISE,16,0,bird
MARQUISE,dominance,19,MARQUISE,11,12,mouse
MARQUISE,dominance,31,MARQUISE,13,7,bird
EYRIE,vp,48,EYRIE,11,33,none
MARQUISE,dominance,103,MARQUISE,16,0,rabbit
MARQUISE,dominance,23,MARQUISE,13,28,fox
EYRIE,dominance,36,EYRIE,14,8,fox
MARQUISE,dominance,9,MARQUISE,10,4,fox
EYRIE,dominance,66,EYRIE,10,6,bird
MARQUISE,dominance,19,MARQUISE,10,0,fox
MARQUISE,dominance,23,MARQUISE,17,5,bird
EYRIE,dominance,92,EYRIE,13,0,rabbit
MARQUISE,dominance,17,MARQUISE,20,3,mouse
MARQUISE,dominance,13,MARQUISE,15,15,bird
EYRIE,dominance,28,EYRIE,11,13,rabbit
MARQUISE,vp,23,MARQUISE,33,5,none
MARQUISE,vp,29,MARQUISE,30,7,none
MARQUISE,dominance,21,MARQUISE,15,11,bird
MARQUISE,dominance,15,MARQUISE,10,1,mouse
MARQUISE,dominance,63,MARQUISE,18,0,fox
MARQUISE,dominance,11,MARQUISE,10,1,fox
MARQUISE,dominance,23,MARQUISE,11,2,mouse
MARQUISE,dominance,37,MARQUISE,18,5,bird
MARQUISE,dominance,29,MARQUISE,16,3,fox
MARQUISE,dominance,15,MARQUISE,15,7,mouse
MARQUISE,dominance,13,MARQUISE,11,2,bird
EYRIE,dominance,56,EYRIE,24,0,bird
MARQUISE,dominance,33,MARQUISE,12,0,fox
MARQUISE,vp,17,MARQUISE,33,11,none
MARQUISE,vp,23,MARQUISE,31,6,none
MARQUISE,dominance,21,MARQUISE,11,1,mouse
MARQUISE,dominance,28,MARQUISE,11,30,mouse
MARQUISE,dominance,11,MARQUISE,14,1,mouse
EYRIE,dominance,30,EYRIE,10,0,fox
MARQUISE,dominance,25,MARQUISE,19,1,fox
MARQUISE,dominance,85,MARQUISE,10,1,mouse
MARQUISE,dominance,29,MARQUISE,10,21,mouse
MARQUISE,dominance,25,MARQUISE,18,10,fox
MARQUISE,dominance,17,MARQUISE,15,2,fox
MARQUISE,dominance,45,MARQUISE,11,3,fox
EYRIE,dominance,86,EYRIE,16,0,bird
EYRIE,dominance,26,EYRIE,10,22,bird
EYRIE,dominance,28,EYRIE,10,26,mouse
MARQUISE,dominance,33,MARQUISE,25,4,mouse
MARQUISE,dominance,37,MARQUISE,23,0,bird
MARQUISE,dominance,23,MARQUISE,16,2,bird
EYRIE,dominance,26,EYRIE,20,22,rabbit
MARQUISE,dominance,183,MARQUISE,11,0,rabbit
MARQUISE,dominance,19,MARQUISE,10,7,fox
MARQUISE,dominance,105,MARQUISE,10,0,bird
MARQUISE,dominance,13,MARQUISE,14,0,bird
MARQUISE,dominance,17,MARQUISE,11,1,mouse
MARQUISE,dominance,91,MARQUISE,11,0,rabbit
MARQUISE,dominance,113,MARQUISE,10,0,rabbit
MARQUISE,dominance,31,MARQUISE,16,1,mouse
EYRIE,dominance,24,EYRIE,10,7,rabbit
EYRIE,dominance,38,EYRIE,10,25,mouse
EYRIE,dominance,24,EYRIE,10,14,fox
MARQUISE,dominance,17,MARQUISE,15,2,fox
MARQUISE,dominance,25,MARQUISE,14,10,bird
MARQUISE,dominance,41,MARQUISE,11,3,mouse
MARQUISE,dominance,17,MARQUISE,18,2,fox
MARQUISE,dominance,21,MARQUISE,17,6,mouse
MARQUISE,dominance,55,MARQUISE,11,0,bird
EYRIE,dominance,42,EYRIE,12,0,rabbit
MARQUISE,dominance,23,MARQUISE,12,1,mouse
EYRIE,dominance,26,EYRIE,10,8,rabbit
MARQUISE,vp,25,MARQUISE,30,2,none
MARQUISE,dominance,21,MARQUISE,15,5,rabbit
MARQUISE,dominance,185,MARQUISE,18,0,bird
MARQUISE,dominance,49,MARQUISE,19,9,rabbit
MARQUISE,dominance,33,MARQUISE,17,6,bird
MARQUISE,vp,29,MARQUISE,33,4,none
MARQUISE,dominance,27,MARQUISE,11,1,fox
MARQUISE,dominance,31,MARQUISE,10,4,fox
MARQUISE,dominance,83,MARQUISE,10,18,rabbit
EYRIE,dominance,22,EYRIE,13,10,fox
MARQUISE,dominance,19,MARQUISE,10,2,mouse
MARQUISE,dominance,39,MARQUISE,26,0,rabbit
MARQUISE,dominance,29,MARQUISE,10,7,mouse
EYRIE,dominance,44,EYRIE,13,0,bird
MARQUISE,dominance,15,MARQUISE,11,6,fox
EYRIE,dominance,36,EYRIE,11,11,bird
EYRIE,dominance,26,EYRIE,18,4,bird
MARQUISE,dominance,25,MARQUISE,10,7,fox
EYRIE,dominance,48,EYRIE,13,8,bird
MARQUISE,dominance,23,MARQUISE,10,0,rabbit
EYRIE,dominance,20,EYRIE,12,7,rabbit
EYRIE,vp,22,EYRIE,11,30,none
EYRIE,dominance,38,EYRIE,11,12,rabbit
MARQUISE,dominance,11,MARQUISE,11,7,rabbit
MARQUISE,dominance,53,MARQUISE,10,0,fox
MARQUISE,dominance,23,MARQUISE,13,10,fox
MARQUISE,dominance,23,MARQUISE,12,4,fox
MARQUISE,dominance,205,MARQUISE,13,0,fox
EYRIE,vp,58,MARQUISE,18,31,none
MARQUISE,dominance,15,MARQUISE,13,2,fox
MARQUISE,dominance,77,MARQUISE,13,0,fox
MARQUISE,dominance,83,MARQUISE,16,0,bird
MARQUISE,dominance,19,MARQUISE,10,0,mouse
MARQUISE,dominance,31,MARQUISE,15,7,bird
MARQUISE,dominance,17,MARQUISE,14,1,rabbit
EYRIE,dominance,62,EYRIE,15,0,mouse
MARQUISE,dominance,25,MARQUISE,17,0,fox
EYRIE,dominance,42,EYRIE,16,0,fox
EYRIE,dominance,18,EYRIE,12,12,rabbit
EYRIE,vp,34,MARQUISE,12,32,none
EYRIE,dominance,38,EYRIE,19,16,bird
MARQUISE,dominance,35,MARQUISE,10,0,fox
MARQUISE,dominance,49,MARQUISE,20,0,bird
MARQUISE,dominance,15,MARQUISE,12,4,fox
MARQUISE,dominance,17,MARQUISE,13,13,mouse
MARQUISE,dominance,51,MARQUISE,10,0,mouse
MARQUISE,dominance,39,MARQUISE,11,0,fox
EYRIE,dominance,32,EYRIE,13,6,rabbit
MARQUISE,dominance,105,MARQUISE,23,0,bird
MARQUISE,dominance,43,MARQUISE,22,6,rabbit
EYRIE,dominance,24,EYRIE,15,5,rabbit
MARQUISE,dominance,73,MARQUISE,10,0,bird
MARQUISE,dominance,25,MARQUISE,12,9,mouse
EYRIE,dominance,88,EYRIE,13,0,bird
EYRIE,dominance,22,EYRIE,11,5,bird
MARQUISE,dominance,65,MARQUISE,10,18,fox
MARQUISE,vp,23,MARQUISE,31,6,none
MARQUISE,dominance,19,MARQUISE,10,6,rabbit
EYRIE,dominance,94,EYRIE,13,0,mouse
EYRIE,dominance,62,EYRIE,14,9,fox
MARQUISE,dominance,19,MARQUISE,17,0,rabbit
EYRIE,dominance,76,EYRIE,10,0,mouse
MARQUISE,vp,29,MARQUISE,30,9,none
MARQUISE,dominance,33,MARQUISE,14,10,fox
MARQUISE,dominance,29,MARQUISE,10,1,mouse
EYRIE,dominance,32,EYRIE,10,3,mouse
EYRIE,dominance,44,EYRIE,25,21,mouse
MARQUISE,dominance,115,MARQUISE,21,16,rabbit
MARQUISE,dominance,27,MARQUISE,10,5,fox
MARQUISE,dominance,21,MARQUISE,11,4,mouse
MARQUISE,dominance,93,MARQUISE,26,0,mouse
EYRIE,dominance,30,EYRIE,13,9,bird
EYRIE,dominance,48,EYRIE,15,0,fox
MARQUISE,dominance,19,MARQUISE,10,9,mouse
MARQUISE,dominance,29,MARQUISE,20,2,mouse
MARQUISE,dominance,43,MARQUISE,12,0,rabbit
EYRIE,vp,30,MARQUISE,13,30,none
MARQUISE,dominance,27,MARQUISE,11,5,mouse
MARQUISE,dominance,59,MARQUISE,14,5,fox
MARQUISE,dominance,31,MARQUISE,11,2,bird
MARQUISE,dominance,21,MARQUISE,11,5,bird
MARQUISE,dominance,23,MARQUISE,11,10,mouse
MARQUISE,dominance,111,MARQUISE,10,0,rabbit
MARQUISE,dominance,67,MARQUISE,15,0,mouse
MARQUISE,dominance,17,MARQUISE,15,0,mouse
EYRIE,dominance,60,EYRIE,10,0,bird
MARQUISE,dominance,17,MARQUISE,11,7,rabbit
MARQUISE,dominance,41,MARQUISE,11,0,bird
EYRIE,vp,22,MARQUISE,16,31,none
EYRIE,dominance,52,EYRIE,13,0,rabbit
EYRIE,dominance,48,EYRIE,29,0,rabbit
EYRIE,dominance,248,EYRIE,12,0,fox
MARQUISE,dominance,17,MARQUISE,10,2,mouse
MARQUISE,dominance,21,MARQUISE,17,2,fox
MARQUISE,dominance,27,MARQUISE,17,6,mouse
MARQUISE,dominance,103,MARQUISE,13,0,bird
MARQUISE,dominance,21,MARQUISE,12,15,fox
EYRIE,dominance,60,EYRIE,16,0,rabbit
MARQUISE,dominance,27,MARQUISE,11,5,bird
MARQUISE,dominance,15,MARQUISE,10,7,bird
MARQUISE,dominance,77,MARQUISE,21,0,mouse
MARQUISE,dominance,21,MARQUISE,10,3,rabbit
EYRIE,dominance,30,EYRIE,11,1,bird
MARQUISE,dominance,127,MARQUISE,13,0,fox
MARQUISE,dominance,19,MARQUISE,20,2,bird
MARQUISE,dominance,53,MARQUISE,11,0,bird
EYRIE,dominance,28,EYRIE,13,22,bird
MARQUISE,dominance,17,MARQUISE,13,4,mouse
MARQUISE,dominance,51,MARQUISE,19,0,mouse
EYRIE,dominance,88,EYRIE,12,0,bird
EYRIE,dominance,50,EYRIE,10,22,bird
MARQUISE,dominance,35,MARQUISE,10,9,mouse
EYRIE,dominance,24,EYRIE,10,11,rabbit
MARQUISE,vp,37,MARQUISE,30,14,none
EYRIE,dominance,78,EYRIE,12,3,fox
MARQUISE,dominance,19,MARQUISE,10,9,fox
MARQUISE,dominance,15,MARQUISE,11,14,rabbit
MARQUISE,dominance,23,MARQUISE,18,8,bird
MARQUISE,dominance,27,MARQUISE,10,5,bird
MARQUISE,dominance,17,MARQUISE,16,20,fox
MARQUISE,dominance,21,MARQUISE,11,1,fox
MARQUISE,dominance,23,MARQUISE,14,23,mouse
MARQUISE,dominance,19,MARQUISE,11,0,fox
MARQUISE,vp,26,EYRIE,30,15,none
MARQUISE,dominance,19,MARQUISE,10,6,mouse
MARQUISE,dominance,15,MARQUISE,12,8,bird
MARQUISE,dominance,35,MARQUISE,11,11,mouse
MARQUISE,dominance,55,MARQUISE,17,1,fox
MARQUISE,dominance,151,MARQUISE,26,0,bird
MARQUISE,dominance,17,MARQUISE,11,6,mouse
EYRIE,dominance,50,EYRIE,10,1,fox
EYRIE,dominance,26,EYRIE,17,13,mouse
EYRIE,dominance,34,EYRIE,14,26,fox
EYRIE,vp,35,MARQUISE,15,30,none
MARQUISE,dominance,73,MARQUISE,11,1,mouse
EYRIE,dominance,22,EYRIE,15,10,rabbit
MARQUISE,dominance,19,MARQUISE,18,1,mouse
MARQUISE,dominance,33,MARQUISE,11,12,mouse
EYRIE,vp,48,MARQUISE,15,32,none
MARQUISE,dominance,27,MARQUISE,17,2,mouse
MARQUISE,dominance,31,MARQUISE,27,18,fox
MARQUISE,dominance,25,MARQUISE,10,6,fox
MARQUISE,dominance,23,MARQUISE,10,3,fox
EYRIE,dominance,26,EYRIE,13,12,rabbit
MARQUISE,dominance,21,MARQUISE,20,6,rabbit
EYRIE,dominance,18,EYRIE,25,11,rabbit
MARQUISE,dominance,27,MARQUISE,19,3,mouse
MARQUISE,dominance,71,MARQUISE,13,0,bird
MARQUISE,dominance,23,MARQUISE,12,12,bird
EYRIE,vp,30,MARQUISE,15,31,none
MARQUISE,dominance,23,MARQUISE,26,5,mouse
MARQUISE,dominance,25,MARQUISE,23,3,mouse
MARQUISE,dominance,21,MARQUISE,13,8,fox
MARQUISE,dominance,75,MARQUISE,13,0,mouse
EYRIE,dominance,42,EYRIE,11,13,rabbit
MARQUISE,dominance,17,MARQUISE,10,3,mouse
MARQUISE,dominance,51,MARQUISE,18,3,mouse
MARQUISE,dominance,11,MARQUISE,18,9,mouse
MARQUISE,dominance,23,MARQUISE,12,8,mouse
MARQUISE,dominance,31,MARQUISE,12,8,mouse
MARQUISE,dominance,15,MARQUISE,11,7,mouse
MARQUISE,dominance,21,MARQUISE,21,6,rabbit
