winner,condition,turn,current_player,vp_marquise,vp_eyrie,winning_dominance
MARQUISE,dominance,48,MARQUISE,11,0,fox
MARQUISE,dominance,14,MARQUISE,12,1,rabbit
MARQUISE,dominance,152,MARQUISE,10,0,fox
MARQUISE,dominance,22,MARQUISE,18,2,fox
EYRIE,dominance,59,EYRIE,15,0,mouse
MARQUISE,dominance,22,MARQUISE,10,9,mouse
MARQUISE,dominance,22,MARQUISE,11,9,mouse
EYRIE,dominance,39,EYRIE,12,8,fox
MARQUISE,vp,20,MARQUISE,34,4,none
MARQUISE,dominance,118,MARQUISE,11,0,rabbit
MARQUISE,dominance,22,MARQUISE,12,0,fox
MARQUISE,dominance,22,MARQUISE,12,11,fox
MARQUISE,dominance,28,MARQUISE,11,4,rabbit
EYRIE,dominance,77,EYRIE,12,0,bird
EYRIE,dominance,75,EYRIE,13,13,rabbit
MARQUISE,dominance,32,MARQUISE,22,18,fox
MARQUISE,dominance,42,MARQUISE,20,2,mouse
MARQUISE,dominance,31,EYRIE,20,7,fox
EYRIE,dominance,39,EYRIE,11,11,fox
MARQUISE,vp,34,MARQUISE,30,4,none
MARQUISE,dominance,74,MARQUISE,12,0,bird
MARQUISE,dominance,20,MARQUISE,11,1,mouse
MARQUISE,dominance,18,MARQUISE,13,6,fox
MARQUISE,dominance,60,MARQUISE,11,0,fox
MARQUISE,dominance,24,MARQUISE,12,6,mouse
MARQUISE,dominance,18,MARQUISE,11,9,mouse
MARQUISE,dominance,22,MARQUISE,16,3,mouse
MARQUISE,dominance,20,MARQUISE,10,5,fox
MARQUISE,dominance,20,MARQUISE,11,3,mouse
MARQUISE,dominance,16,MARQUISE,12,0,mouse
EYRIE,dominance,47,EYRIE,16,2,bird
EYRIE,vp,55,MARQUISE,12,32,none
MARQUISE,dominance,28,MARQUISE,10,4,fox
EYRIE,dominance,33,EYRIE,28,0,rabbit
MARQUISE,dominance,20,MARQUISE,18,7,mouse
EYRIE,dominance,23,EYRIE,10,12,mouse
MARQUISE,dominance,30,MARQUISE,23,4,bird
MARQUISE,dominance,22,MARQUISE,15,2,mouse
MARQUISE,dominance,48,MARQUISE,12,0,mouse
MARQUISE,dominance,24,MARQUISE,14,9,bird
MARQUISE,dominance,20,MARQUISE,15,0,mouse
MARQUISE,dominance,40,MARQUISE,23,1,bird
MARQUISE,dominance,22,MARQUISE,10,1,mouse
EYRIE,dominance,147,EYRIE,13,0,fox
EYRIE,vp,75,EYRIE,12,31,none
MARQUISE,dominance,44,MARQUISE,10,0,rabbit
EYRIE,dominance,47,EYRIE,13,1,fox
MARQUISE,dominance,20,MARQUISE,20,0,mouse
MARQUISE,dominance,38,MARQUISE,18,7,rabbit
MARQUISE,dominance,226,MARQUISE,15,0,rabbit
EYRIE,dominance,51,EYRIE,17,0,bird
MARQUISE,dominance,48,MARQUISE,12,7,mouse
MARQUISE,dominance,32,MARQUISE,17,9,fox
MARQUISE,dominance,30,MARQUISE,25,9,fox
EYRIE,dominance,45,EYRIE,10,8,fox
MARQUISE,dominance,56,MARQUISE,12,0,mouse
MARQUISE,dominance,20,MARQUISE,12,2,fox
MARQUISE,dominance,94,MARQUISE,28,0,bird
EYRIE,dominance,101,EYRIE,27,0,bird
MARQUISE,dominance,28,MARQUISE,10,16,fox
MARQUISE,dominance,76,MARQUISE,11,10,bird
MARQUISE,dominance,62,MARQUISE,14,8,mouse
MARQUISE,dominance,30,MARQUISE,14,0,bird
EYRIE,dominance,125,EYRIE,20,0,bird
MARQUISE,dominance,40,MARQUISE,26,14,bird
MARQUISE,dominance,36,MARQUISE,10,5,mouse
MARQUISE,dominance,58,MARQUISE,14,0,bird
MARQUISE,dominance,12,MARQUISE,10,6,mouse
MARQUISE,dominance,36,MARQUISE,11,7,bird
MARQUISE,dominance,26,MARQUISE,13,2,fox
MARQUISE,dominance,28,MARQUISE,12,0,fox
EYRIE,dominance,37,EYRIE,13,0,mouse
MARQUISE,dominance,22,MARQUISE,21,1,mouse
MARQUISE,dominance,50,MARQUISE,13,3,fox
MARQUISE,dominance,60,MARQUISE,13,0,mouse
EYRIE,dominance,37,EYRIE,22,5,rabbit
MARQUISE,dominance,34,MARQUISE,28,15,fox
EYRIE,dominance,35,EYRIE,11,7,bird
MARQUISE,dominance,22,MARQUISE,10,8,fox
EYRIE,dominance,61,EYRIE,15,2,mouse
MARQUISE,dominance,26,MARQUISE,11,17,fox
EYRIE,vp,33,MARQUISE,12,33,none
MARQUISE,dominance,16,MARQUISE,13,1,fox
MARQUISE,dominance,22,MARQUISE,20,7,fox
MARQUISE,dominance,22,MARQUISE,13,1,fox
EYRIE,dominance,21,EYRIE,13,5,bird
MARQUISE,dominance,14,MARQUISE,11,4,mouse
MARQUISE,dominance,24,MARQUISE,17,3,fox
MARQUISE,dominance,34,MARQUISE,10,1,mouse
MARQUISE,dominance,94,MARQUISE,21,0,rabbit
MARQUISE,dominance,66,MARQUISE,11,0,mouse
EYRIE,dominance,33,EYRIE,26,4,fox
MARQUISE,dominance,20,MARQUISE,12,5,mouse
EYRIE,dominance,39,EYRIE,13,0,fox
MARQUISE,dominance,28,MARQUISE,12,7,fox
MARQUISE,dominance,20,MARQUISE,22,0,bird
EYRIE,dominance,61,EYRIE,10,0,bird
EYRIE,dominance,37,EYRIE,19,1,fox
MARQUISE,dominance,30,MARQUISE,16,10,mouse
MARQUISE,dominance,68,MARQUISE,24,0,bird
MARQUISE,dominance,20,MARQUISE,17,0,fox
EYRIE,vp,33,MARQUISE,19,30,none
EYRIE,dominance,31,EYRIE,9,10,bird
MARQUISE,dominance,68,MARQUISE,10,0,mouse
MARQUISE,dominance,20,MARQUISE,12,2,fox
EYRIE,dominance,41,EYRIE,15,0,fox
MARQUISE,dominance,68,MARQUISE,10,0,mouse
MARQUISE,dominance,28,MARQUISE,17,0,fox
MARQUISE,dominance,50,MARQUISE,12,0,bird
MARQUISE,dominance,12,MARQUISE,14,0,bird
MARQUISE,dominance,44,MARQUISE,11,0,mouse
MARQUISE,dominance,42,MARQUISE,11,14,fox
EYRIE,dominance,25,EYRIE,11,11,bird
EYRIE,dominance,47,EYRIE,10,0,rabbit
MARQUISE,dominance,72,MARQUISE,12,0,fox
MARQUISE,dominance,32,MARQUISE,12,1,fox
MARQUISE,dominance,24,MARQUISE,22,14,mouse
MARQUISE,dominance,26,MARQUISE,24,8,bird
MARQUISE,dominance,54,MARQUISE,11,4,rabbit
MARQUISE,dominance,44,MARQUISE,17,11,fox
MARQUISE,dominance,26,MARQUISE,13,5,fox
MARQUISE,dominance,92,MARQUISE,12,0,rabbit
EYRIE,dominance,95,EYRIE,11,0,bird
EYRIE,dominance,91,EYRIE,11,0,mouse
MARQUISE,dominance,60,MARQUISE,20,12,rabbit
MARQUISE,dominance,22,MARQUISE,10,2,bird
EYRIE,dominance,39,EYRIE,10,3,fox
MARQUISE,dominance,20,MARQUISE,11,1,fox
MARQUISE,dominance,36,MARQUISE,10,15,mouse
MARQUISE,dominance,16,MARQUISE,16,1,rabbit
MARQUISE,dominance,28,MARQUISE,13,1,mouse
MARQUISE,dominance,80,MARQUISE,14,0,rabbit
MARQUISE,dominance,44,MARQUISE,13,0,bird
MARQUISE,dominance,10,MARQUISE,10,0,fox
EYRIE,dominance,31,EYRIE,10,11,rabbit
MARQUISE,dominance,50,MARQUISE,13,0,mouse
MARQUISE,dominance,22,MARQUISE,11,3,mouse
MARQUISE,vp,28,MARQUISE,30,22,none
MARQUISE,dominance,78,MARQUISE,19,0,bird
MARQUISE,dominance,12,MARQUISE,11,1,bird
MARQUISE,dominance,18,MARQUISE,16,1,fox
MARQUISE,dominance,16,MARQUISE,11,5,mouse
MARQUISE,dominance,20,MARQUISE,17,5,bird
EYRIE,dominance,39,EYRIE,14,8,mouse
MARQUISE,dominance,20,MARQUISE,17,5,bird
MARQUISE,dominance,62,MARQUISE,10,0,bird
MARQUISE,dominance,20,MARQUISE,19,1,fox
MARQUISE,dominance,18,MARQUISE,17,1,rabbit
MARQUISE,dominance,12,MARQUISE,10,1,rabbit
EYRIE,dominance,77,EYRIE,11,0,bird
MARQUISE,dominance,22,MARQUISE,17,10,rabbit
EYRIE,vp,29,MARQUISE,14,32,none
EYRIE,dominance,17,EYRIE,7,8,fox
MARQUISE,dominance,14,MARQUISE,10,1,fox
MARQUISE,dominance,48,MARQUISE,11,5,bird
MARQUISE,dominance,16,MARQUISE,11,5,mouse
MARQUISE,dominance,16,MARQUISE,10,1,bird
MARQUISE,dominance,30,MARQUISE,10,8,bird
MARQUISE,dominance,22,MARQUISE,10,8,mouse
MARQUISE,dominance,130,MARQUISE,10,0,bird
MARQUISE,dominance,18,MARQUISE,11,2,mouse
MARQUISE,dominance,22,MARQUISE,11,17,bird
MARQUISE,dominance,54,MARQUISE,20,0,mouse
MARQUISE,dominance,14,MARQUISE,13,1,bird
EYRIE,dominance,63,EYRIE,10,0,mouse
EYRIE,dominance,39,EYRIE,11,0,rabbit
MARQUISE,dominance,22,MARQUISE,11,11,fox
EYRIE,dominance,97,EYRIE,16,0,bird
MARQUISE,dominance,116,MARQUISE,18,0,bird
MARQUISE,dominance,22,MARQUISE,13,1,fox
MARQUISE,dominance,70,MARQUISE,24,2,fox
MARQUISE,dominance,70,MARQUISE,18,0,bird
EYRIE,dominance,19,EYRIE,10,11,rabbit
EYRIE,vp,54,MARQUISE,26,31,none
MARQUISE,dominance,30,MARQUISE,14,5,fox
MARQUISE,dominance,30,MARQUISE,12,6,fox
MARQUISE,dominance,26,MARQUISE,22,5,fox
MARQUISE,dominance,116,MARQUISE,10,0,bird
EYRIE,dominance,27,EYRIE,15,8,rabbit
EYRIE,dominance,45,EYRIE,21,0,rabbit
EYRIE,vp,17,MARQUISE,10,33,none
MARQUISE,dominance,41,EYRIE,21,0,mouse
MARQUISE,dominance,34,MARQUISE,19,0,fox
MARQUISE,dominance,70,MARQUISE,12,0,fox
MARQUISE,dominance,12,MARQUISE,10,1,mouse
MARQUISE,dominance,84,MARQUISE,17,0,bird
EYRIE,dominance,67,EYRIE,24,0,rabbit
MARQUISE,dominance,94,MARQUISE,10,0,rabbit
MARQUISE,dominance,64,MARQUISE,11,0,bird
MARQUISE,dominance,38,MARQUISE,10,2,mouse
MARQUISE,dominance,35,EYRIE,15,18,mouse
MARQUISE,dominance,30,MARQUISE,12,4,rabbit
EYRIE,dominance,55,EYRIE,11,0,bird
MARQUISE,dominance,26,MARQUISE,10,11,mouse
EYRIE,dominance,63,EYRIE,16,0,bird
MARQUISE,dominance,18,MARQUISE,10,3,mouse
MARQUISE,dominance,20,MARQUISE,12,0,rabbit
MARQUISE,dominance,28,MARQUISE,13,1,mouse
MARQUISE,dominance,18,MARQUISE,20,2,fox
MARQUISE,dominance,14,MARQUISE,11,4,fox
EYRIE,dominance,59,EYRIE,11,0,bird
MARQUISE,dominance,16,MARQUISE,15,1,fox
MARQUISE,vp,18,MARQUISE,30,0,none
MARQUISE,dominance,22,MARQUISE,10,8,mouse
MARQUISE,dominance,20,MARQUISE,13,2,mouse
EYRIE,dominance,83,EYRIE,10,0,fox
MARQUISE,dominance,26,MARQUISE,12,11,fox
MARQUISE,dominance,22,MARQUISE,11,1,bird
MARQUISE,dominance,22,MARQUISE,10,6,mouse
EYRIE,dominance,21,EYRIE,10,11,bird
MARQUISE,dominance,22,MARQUISE,18,2,mouse
EYRIE,dominance,91,EYRIE,13,0,rabbit
MARQUISE,dominance,16,MARQUISE,13,5,mouse
MARQUISE,dominance,26,MARQUISE,15,0,fox
MARQUISE,dominance,36,MARQUISE,26,11,mouse
MARQUISE,dominance,26,MARQUISE,13,4,rabbit
EYRIE,dominance,75,EYRIE,15,0,fox
MARQUISE,dominance,16,MARQUISE,14,13,bird
EYRIE,vp,27,MARQUISE,14,32,none
MARQUISE,dominance,18,MARQUISE,12,3,rabbit
MARQUISE,vp,25,MARQUISE,32,3,none
EYRIE,dominance,21,EYRIE,10,7,rabbit
MARQUISE,dominance,16,MARQUISE,14,0,fox
MARQUISE,dominance,68,MARQUISE,10,0,bird
MARQUISE,dominance,18,MARQUISE,13,12,fox
EYRIE,dominance,53,EYRIE,14,7,rabbit
MARQUISE,dominance,52,MARQUISE,15,0,mouse
EYRIE,dominance,25,EYRIE,10,8,rabbit
MARQUISE,dominance,24,MARQUISE,19,6,mouse
MARQUISE,dominance,24,MARQUISE,11,3,mouse
MARQUISE,dominance,12,MARQUISE,16,5,bird
MARQUISE,dominance,16,MARQUISE,21,1,mouse
MARQUISE,dominance,16,MARQUISE,10,0,fox
MARQUISE,dominance,16,MARQUISE,12,4,rabbit
EYRIE,dominance,141,EYRIE,21,0,rabbit
MARQUISE,dominance,12,MARQUISE,10,4,fox
MARQUISE,dominance,28,MARQUISE,13,12,mouse
MARQUISE,dominance,18,MARQUISE,24,0,mouse
MARQUISE,dominance,59,EYRIE,12,0,fox
EYRIE,dominance,45,EYRIE,11,0,rabbit
MARQUISE,dominance,68,MARQUISE,11,0,rabbit
EYRIE,dominance,29,EYRIE,21,22,bird
EYRIE,vp,17,MARQUISE,14,30,none
MARQUISE,dominance,18,MARQUISE,11,1,mouse
EYRIE,vp,33,MARQUISE,14,31,none
MARQUISE,dominance,20,MARQUISE,13,8,mouse
EYRIE,dominance,57,EYRIE,10,26,bird
MARQUISE,dominance,28,MARQUISE,12,7,fox
MARQUISE,dominance,16,MARQUISE,10,0,mouse
MARQUISE,dominance,26,MARQUISE,15,7,fox
MARQUISE,dominance,16,MARQUISE,12,4,rabbit
MARQUISE,dominance,20,MARQUISE,12,1,rabbit
EYRIE,dominance,67,EYRIE,11,0,mouse
MARQUISE,dominance,22,MARQUISE,11,0,mouse
MARQUISE,dominance,154,MARQUISE,10,0,rabbit
MARQUISE,dominance,22,MARQUISE,12,7,fox
MARQUISE,dominance,184,MARQUISE,13,0,rabbit
EYRIE,dominance,27,EYRIE,11,16,bird
MARQUISE,dominance,32,MARQUISE,10,0,fox
MARQUISE,dominance,46,MARQUISE,11,1,mouse
EYRIE,vp,43,MARQUISE,16,30,none
EYRIE,dominance,25,EYRIE,12,15,rabbit
EYRIE,dominance,77,EYRIE,10,0,fox
MARQUISE,dominance,14,MARQUISE,15,0,fox
MARQUISE,dominance,26,MARQUISE,13,1,fox
MARQUISE,dominance,22,MARQUISE,11,1,fox
MARQUISE,dominance,40,MARQUISE,12,8,fox
MARQUISE,dominance,50,MARQUISE,12,5,fox
EYRIE,dominance,59,EYRIE,13,0,fox
MARQUISE,dominance,16,MARQUISE,13,1,mouse
EYRIE,dominance,59,EYRIE,21,0,mouse
EYRIE,dominance,45,EYRIE,10,5,bird
MARQUISE,dominance,16,MARQUISE,11,0,mouse
EYRIE,dominance,21,EYRIE,12,11,rabbit
MARQUISE,dominance,18,MARQUISE,11,6,mouse
EYRIE,dominance,95,EYRIE,23,0,fox
MARQUISE,dominance,24,MARQUISE,19,17,mouse
MARQUISE,dominance,52,MARQUISE,11,0,fox
EYRIE,vp,33,EYRIE,21,30,none
MARQUISE,dominance,30,MARQUISE,11,5,fox
EYRIE,dominance,41,EYRIE,23,0,rabbit
MARQUISE,dominance,65,EYRIE,23,0,fox
MARQUISE,dominance,68,MARQUISE,13,0,mouse
MARQUISE,dominance,22,MARQUISE,19,3,rabbit
MARQUISE,dominance,70,MARQUISE,10,0,bird
MARQUISE,dominance,24,MARQUISE,12,6,fox
EYRIE,dominance,19,EYRIE,10,10,bird
MARQUISE,dominance,124,MARQUISE,24,0,bird
EYRIE,dominance,41,EYRIE,12,8,bird
MARQUISE,dominance,56,MARQUISE,18,0,fox
EYRIE,dominance,47,EYRIE,10,5,mouse
MARQUISE,dominance,38,MARQUISE,26,0,rabbit
MARQUISE,dominance,34,MARQUISE,18,7,fox
MARQUISE,dominance,18,MARQUISE,17,6,mouse
MARQUISE,dominance,80,MARQUISE,10,11,fox
MARQUISE,dominance,28,MARQUISE,11,11,fox
EYRIE,dominance,23,EYRIE,13,2,bird
MARQUISE,dominance,42,MARQUISE,14,0,fox
EYRIE,dominance,25,EYRIE,11,6,rabbit
MARQUISE,dominance,146,MARQUISE,17,0,bird
EYRIE,dominance,63,EYRIE,10,0,fox
MARQUISE,dominance,16,MARQUISE,14,2,rabbit
EYRIE,dominance,73,EYRIE,16,0,fox
MARQUISE,dominance,46,MARQUISE,11,0,fox
MARQUISE,dominance,84,MARQUISE,12,0,rabbit
MARQUISE,dominance,166,MARQUISE,13,0,bird
MARQUISE,dominance,16,MARQUISE,19,3,mouse
EYRIE,dominance,33,EYRIE,23,9,bird
MARQUISE,dominance,46,MARQUISE,16,0,bird
EYRIE,dominance,23,EYRIE,9,9,rabbit
EYRIE,dominance,169,EYRIE,11,0,mouse
EYRIE,dominance,31,EYRIE,12,7,rabbit
MARQUISE,dominance,170,MARQUISE,14,0,fox
MARQUISE,dominance,28,MARQUISE,10,3,rabbit
MARQUISE,dominance,50,MARQUISE,13,0,fox
MARQUISE,dominance,28,MARQUISE,14,4,mouse
EYRIE,dominance,39,EYRIE,13,5,fox
MARQUISE,dominance,14,MARQUISE,10,0,fox
EYRIE,dominance,33,EYRIE,12,16,fox
MARQUISE,dominance,18,MARQUISE,10,1,fox
EYRIE,dominance,51,EYRIE,10,0,bird
MARQUISE,dominance,30,MARQUISE,13,4,rabbit
MARQUISE,dominance,48,MARQUISE,14,0,mouse
MARQUISE,dominance,38,MARQUISE,10,14,rabbit
MARQUISE,dominance,20,MARQUISE,14,4,bird
MARQUISE,dominance,12,MARQUISE,11,0,fox
MARQUISE,dominance,40,MARQUISE,25,5,fox
EYRIE,dominance,99,EYRIE,13,0,bird
MARQUISE,dominance,48,MARQUISE,13,2,mouse
MARQUISE,dominance,82,MARQUISE,11,14,bird
MARQUISE,dominance,60,MARQUISE,12,0,bird
MARQUISE,dominance,18,MARQUISE,22,9,bird
EYRIE,dominance,89,EYRIE,11,0,bird
EYRIE,dominance,89,EYRIE,12,0,rabbit
MARQUISE,dominance,16,MARQUISE,12,1,fox
MARQUISE,dominance,56,MARQUISE,10,0,mouse
EYRIE,dominance,57,EYRIE,11,0,rabbit
MARQUISE,dominance,16,MARQUISE,12,0,rabbit
MARQUISE,dominance,16,MARQUISE,12,2,mouse
MARQUISE,dominance,20,MARQUISE,17,7,fox
MARQUISE,dominance,36,MARQUISE,12,3,bird
MARQUISE,dominance,12,MARQUISE,10,3,bird
MARQUISE,dominance,40,MARQUISE,13,4,bird
EYRIE,dominance,43,EYRIE,16,0,bird
MARQUISE,dominance,22,MARQUISE,13,4,rabbit
MARQUISE,dominance,38,MARQUISE,16,7,fox
MARQUISE,dominance,24,MARQUISE,20,3,fox
EYRIE,dominance,35,EYRIE,13,5,bird
MARQUISE,vp,26,MARQUISE,31,1,none
MARQUISE,dominance,44,MARQUISE,17,0,fox
MARQUISE,dominance,22,MARQUISE,11,25,fox
MARQUISE,dominance,16,MARQUISE,12,0,mouse
MARQUISE,dominance,144,MARQUISE,13,0,bird
EYRIE,dominance,71,EYRIE,10,0,mouse
MARQUISE,dominance,22,MARQUISE,10,5,mouse
MARQUISE,dominance,26,MARQUISE,13,2,fox
EYRIE,dominance,33,EYRIE,13,0,bird
MARQUISE,dominance,24,MARQUISE,11,3,fox
MARQUISE,dominance,50,MARQUISE,14,0,mouse
EYRIE,dominance,47,EYRIE,10,0,rabbit
MARQUISE,dominance,36,MARQUISE,15,5,rabbit
MARQUISE,dominance,16,MARQUISE,13,10,bird
MARQUISE,dominance,32,MARQUISE,10,15,fox
MARQUISE,dominance,22,MARQUISE,19,5,mouse
MARQUISE,dominance,14,MARQUISE,11,0,mouse
MARQUISE,dominance,64,MARQUISE,10,0,bird
MARQUISE,dominance,22,MARQUISE,16,17,fox
MARQUISE,dominance,16,MARQUISE,16,5,fox
MARQUISE,dominance,26,MARQUISE,10,18,mouse
EYRIE,dominance,57,EYRIE,14,0,bird
EYRIE,dominance,69,EYRIE,11,0,bird
MARQUISE,dominance,52,MARQUISE,14,0,fox
EYRIE,dominance,29,EYRIE,10,7,bird
EYRIE,dominance,19,EYRIE,11,14,rabbit
MARQUISE,dominance,58,MARQUISE,17,0,bird
MARQUISE,dominance,30,MARQUISE,15,4,mouse
MARQUISE,dominance,58,MARQUISE,10,0,fox
MARQUISE,dominance,14,MARQUISE,10,2,bird
MARQUISE,dominance,16,MARQUISE,10,10,mouse
MARQUISE,dominance,24,MARQUISE,12,16,fox
EYRIE,dominance,29,EYRIE,19,14,rabbit
MARQUISE,dominance,33,MARQUISE,19,30,mouse
EYRIE,dominance,31,EYRIE,10,4,mouse
EYRIE,dominance,39,EYRIE,26,15,bird
MARQUISE,dominance,20,MARQUISE,12,11,fox
MARQUISE,dominance,18,MARQUISE,10,19,fox
EYRIE,dominance,41,EYRIE,18,7,bird
MARQUISE,dominance,16,MARQUISE,10,1,rabbit
MARQUISE,dominance,42,MARQUISE,15,0,mouse
EYRIE,dominance,29,EYRIE,10,12,mouse
EYRIE,dominance,49,EYRIE,19,0,bird
MARQUISE,dominance,60,MARQUISE,11,0,fox
MARQUISE,dominance,50,MARQUISE,11,0,fox
MARQUISE,dominance,36,MARQUISE,16,10,fox
EYRIE,dominance,43,EYRIE,13,6,fox
MARQUISE,dominance,24,MARQUISE,10,1,mouse
MARQUISE,dominance,26,MARQUISE,25,6,bird
MARQUISE,dominance,31,EYRIE,16,9,mouse
MARQUISE,dominance,28,MARQUISE,17,2,rabbit
MARQUISE,dominance,56,MARQUISE,27,0,fox
MARQUISE,dominance,18,MARQUISE,14,11,bird
MARQUISE,dominance,122,MARQUISE,16,0,bird
MARQUISE,vp,29,MARQUISE,31,21,none
MARQUISE,dominance,14,MARQUISE,11,0,fox
MARQUISE,dominance,48,MARQUISE,16,0,fox
EYRIE,dominance,31,EYRIE,7,9,bird
MARQUISE,dominance,26,MARQUISE,10,1,fox
MARQUISE,dominance,92,MARQUISE,10,0,rabbit
MARQUISE,dominance,38,MARQUISE,11,4,fox
MARQUISE,dominance,14,MARQUISE,14,9,mouse
MARQUISE,vp,30,MARQUISE,32,12,none
MARQUISE,dominance,20,MARQUISE,12,3,mouse
EYRIE,dominance,73,EYRIE,10,0,bird
MARQUISE,dominance,28,MARQUISE,10,22,rabbit
EYRIE,dominance,21,EYRIE,14,10,bird
MARQUISE,dominance,28,MARQUISE,13,2,fox
EYRIE,dominance,39,EYRIE,16,5,bird
MARQUISE,dominance,20,MARQUISE,11,5,fox
MARQUISE,dominance,14,MARQUISE,12,3,rabbit
MARQUISE,dominance,106,MARQUISE,12,0,rabbit
MARQUISE,dominance,34,MARQUISE,10,0,fox
MARQUISE,dominance,34,MARQUISE,10,5,mouse
MARQUISE,dominance,18,MARQUISE,10,10,mouse
EYRIE,dominance,63,EYRIE,10,0,bird
MARQUISE,dominance,32,MARQUISE,21,8,rabbit
MARQUISE,dominance,68,MARQUISE,10,0,bird
MARQUISE,dominance,24,MARQUISE,25,10,mouse
EYRIE,dominance,51,EYRIE,12,4,fox
MARQUISE,dominance,16,MARQUISE,12,5,rabbit
MARQUISE,dominance,18,MARQUISE,15,25,bird
MARQUISE,dominance,26,MARQUISE,11,2,bird
MARQUISE,dominance,12,MARQUISE,11,11,fox
MARQUISE,dominance,32,MARQUISE,15,8,bird
EYRIE,dominance,21,EYRIE,14,11,bird
EYRIE,dominance,47,EYRIE,10,0,fox
MARQUISE,dominance,34,MARQUISE,14,4,fox
MARQUISE,dominance,14,MARQUISE,12,3,bird
MARQUISE,dominance,82,MARQUISE,16,0,fox
MARQUISE,dominance,72,MARQUISE,10,0,mouse
EYRIE,dominance,23,EYRIE,10,9,fox
EYRIE,dominance,29,EYRIE,12,10,mouse
EYRIE,dominance,55,EYRIE,12,0,mouse
MARQUISE,dominance,50,MARQUISE,16,0,fox
MARQUISE,dominance,18,MARQUISE,13,4,fox
MARQUISE,dominance,20,MARQUISE,21,3,mouse
EYRIE,dominance,41,EYRIE,10,0,rabbit
MARQUISE,dominance,18,MARQUISE,10,6,fox
MARQUISE,dominance,14,MARQUISE,12,21,fox
MARQUISE,dominance,28,MARQUISE,10,1,bird
MARQUISE,dominance,18,MARQUISE,13,2,mouse
EYRIE,vp,25,EYRIE,11,30,none
MARQUISE,dominance,32,MARQUISE,12,6,bird
MARQUISE,dominance,72,MARQUISE,10,0,bird
EYRIE,dominance,33,EYRIE,18,18,rabbit
MARQUISE,dominance,40,MARQUISE,17,6,fox
MARQUISE,dominance,32,MARQUISE,11,0,fox
EYRIE,dominance,31,EYRIE,21,15,rabbit
EYRIE,dominance,55,EYRIE,24,0,rabbit
MARQUISE,dominance,18,MARQUISE,21,3,mouse
EYRIE,dominance,55,EYRIE,10,0,rabbit
MARQUISE,dominance,18,MARQUISE,10,1,mouse
EYRIE,dominance,121,EYRIE,14,0,bird
EYRIE,dominance,29,EYRIE,12,15,bird
MARQUISE,dominance,26,MARQUISE,12,3,bird
MARQUISE,dominance,20,MARQUISE,11,10,fox
MARQUISE,dominance,48,MARQUISE,26,0,fox
EYRIE,dominance,79,EYRIE,10,0,rabbit
EYRIE,dominance,171,EYRIE,16,0,mouse
MARQUISE,dominance,18,MARQUISE,13,11,fox
MARQUISE,dominance,16,MARQUISE,16,0,rabbit
EYRIE,dominance,21,EYRIE,13,15,rabbit
MARQUISE,dominance,76,MARQUISE,27,0,rabbit
MARQUISE,dominance,40,MARQUISE,15,0,fox
MARQUISE,dominance,16,MARQUISE,11,0,fox
MARQUISE,dominance,14,MARQUISE,17,0,rabbit
MARQUISE,dominance,64,MARQUISE,10,0,mouse
EYRIE,vp,38,MARQUISE,11,30,none
MARQUISE,dominance,106,MARQUISE,12,0,bird
MARQUISE,dominance,16,MARQUISE,16,8,rabbit
MARQUISE,dominance,26,MARQUISE,28,1,mouse
MARQUISE,dominance,38,MARQUISE,14,6,fox
MARQUISE,dominance,20,MARQUISE,11,0,fox
MARQUISE,dominance,80,MARQUISE,21,0,bird
MARQUISE,dominance,38,MARQUISE,12,7,fox
